stimulus_index,stimulus,input_time_ms,input_index,key_symbol,transcribed_string
0,Oikein hyvää matkaa!,0,0,Shift_L,Oikein hyvää matkaa!
0,Oikein hyvää matkaa!,186,1,O,Oikein hyvää matkaa!
0,Oikein hyvää matkaa!,280,2,i,Oikein hyvää matkaa!
0,Oikein hyvää matkaa!,530,3,k,Oikein hyvää matkaa!
0,Oikein hyvää matkaa!,654,4,e,Oikein hyvää matkaa!
0,Oikein hyvää matkaa!,748,5,i,Oikein hyvää matkaa!
0,Oikein hyvää matkaa!,1092,6,n,Oikein hyvää matkaa!
0,Oikein hyvää matkaa!,1278,7,space,Oikein hyvää matkaa!
0,Oikein hyvää matkaa!,1467,8,h,Oikein hyvää matkaa!
0,Oikein hyvää matkaa!,1653,9,y,Oikein hyvää matkaa!
0,Oikein hyvää matkaa!,1809,10,v,Oikein hyvää matkaa!
0,Oikein hyvää matkaa!,1996,11,adiaeresis,Oikein hyvää matkaa!
0,Oikein hyvää matkaa!,2152,12,adiaeresis,Oikein hyvää matkaa!
0,Oikein hyvää matkaa!,2308,13,space,Oikein hyvää matkaa!
0,Oikein hyvää matkaa!,2526,14,m,Oikein hyvää matkaa!
0,Oikein hyvää matkaa!,2589,15,a,Oikein hyvää matkaa!
0,Oikein hyvää matkaa!,2807,16,t,Oikein hyvää matkaa!
0,Oikein hyvää matkaa!,2994,17,k,Oikein hyvää matkaa!
0,Oikein hyvää matkaa!,3150,18,a,Oikein hyvää matkaa!
0,Oikein hyvää matkaa!,3306,19,a,Oikein hyvää matkaa!
0,Oikein hyvää matkaa!,3525,20,Shift_L,Oikein hyvää matkaa!
0,Oikein hyvää matkaa!,4118,21,Shift_L,Oikein hyvää matkaa!
0,Oikein hyvää matkaa!,4211,22,exclam,Oikein hyvää matkaa!
1,Tarvitsetko sen tänään?,0,0,Shift_L,Tarvitsetko sen tänään?
1,Tarvitsetko sen tänään?,155,1,T,Tarvitsetko sen tänään?
1,Tarvitsetko sen tänään?,373,2,a,Tarvitsetko sen tänään?
1,Tarvitsetko sen tänään?,467,3,r,Tarvitsetko sen tänään?
1,Tarvitsetko sen tänään?,748,4,v,Tarvitsetko sen tänään?
1,Tarvitsetko sen tänään?,841,5,i,Tarvitsetko sen tänään?
1,Tarvitsetko sen tänään?,1029,6,t,Tarvitsetko sen tänään?
1,Tarvitsetko sen tänään?,1465,7,s,Tarvitsetko sen tänään?
1,Tarvitsetko sen tänään?,1559,8,e,Tarvitsetko sen tänään?
1,Tarvitsetko sen tänään?,1777,9,t,Tarvitsetko sen tänään?
1,Tarvitsetko sen tänään?,1965,10,k,Tarvitsetko sen tänään?
1,Tarvitsetko sen tänään?,2027,11,o,Tarvitsetko sen tänään?
