stimulus_index,stimulus,input_time_ms,input_index,key_symbol,transcribed_string
0,khpzgp,0,0,k,khpzgp
0,khpzgp,373,1,h,khpzgp
0,khpzgp,747,2,p,khpzgp
0,khpzgp,2120,3,z,khpzgp
0,khpzgp,2713,4,g,khpzgp
0,khpzgp,3025,5,p,khpzgp
1,oxbcqh,0,0,o,oxbcqh
1,oxbcqh,1060,1,x,oxbcqh
1,oxbcqh,1871,2,b,oxbcqh
1,oxbcqh,2309,3,c,oxbcqh
1,oxbcqh,4211,4,q,oxbcqh
1,oxbcqh,4618,5,h,oxbcqh
2,bnadtv,0,0,b,bnadtv
2,bnadtv,187,1,n,bnadtv
2,bnadtv,437,2,a,bnadtv
2,bnadtv,811,3,d,bnadtv
2,bnadtv,1155,4,t,bnadtv
2,bnadtv,1498,5,v,bnadtv
3,blpsdt,0,0,b,blpsdt
3,blpsdt,156,1,l,blpsdt
3,blpsdt,624,2,p,blpsdt
3,blpsdt,811,3,s,blpsdt
3,blpsdt,1154,4,d,blpsdt
3,blpsdt,1435,5,t,blpsdt
4,qjrpgt,0,0,q,qjrpgt
4,qjrpgt,187,1,j,qjrpgt
4,qjrpgt,654,2,r,qjrpgt
4,qjrpgt,1466,3,p,qjrpgt
4,qjrpgt,2558,4,g,qjrpgt
4,qjrpgt,2901,5,t,qjrpgt
5,zjjrwa,0,0,z,zjjrwa
5,zjjrwa,343,1,j,zjjrwa
5,zjjrwa,468,2,j,zjjrwa
5,zjjrwa,1341,3,r,zjjrwa
5,zjjrwa,1809,4,w,zjjrwa
5,zjjrwa,2246,5,a,zjjrwa
6,kmrynj,0,0,k,kmrynj
6,kmrynj,280,1,m,kmrynj
6,kmrynj,1153,2,r,kmrynj
6,kmrynj,1809,3,y,kmrynj
6,kmrynj,2245,4,n,kmrynj
6,kmrynj,2557,5,j,kmrynj
7,qslpag,0,0,q,qslpag
7,qslpag,342,1,s,qslpag
7,qslpag,562,2,l,qslpag
7,qslpag,1621,3,p,qslpag
7,qslpag,1777,4,a,qslpag
7,qslpag,2059,5,g,qslpag
8,jdlwbu,0,0,j,jdlwbu
8,jdlwbu,281,1,d,jdlwbu
8,jdlwbu,654,2,l,jdlwbu
8,jdlwbu,1871,3,w,jdlwbu
8,jdlwbu,2403,4,b,jdlwbu
8,jdlwbu,2746,5,u,jdlwbu
9,mkacsn,0,0,m,mkacsn
9,mkacsn,156,1,k,mkacsn
9,mkacsn,343,2,a,mkacsn
9,mkacsn,749,3,s,mkacsn
9,mkacsn,1061,4,BackSpace,mkacsn
9,mkacsn,1186,5,c,mkacsn
9,mkacsn,1872,6,s,mkacsn
9,mkacsn,2246,7,n,mkacsn
10,varawz,0,0,v,varawz
10,varawz,125,1,a,varawz
10,varawz,248,2,r,varawz
10,varawz,373,3,a,varawz
10,varawz,1840,4,w,varawz
10,varawz,2464,5,z,varawz
11,vtljjo,0,0,v,vtljjo
11,vtljjo,312,1,t,vtljjo
11,vtljjo,624,2,l,vtljjo
11,vtljjo,1029,3,j,vtljjo
11,vtljjo,1154,4,j,vtljjo
11,vtljjo,1309,5,o,vtljjo
12,cxwxyz,0,0,c,cxwxyz
12,cxwxyz,280,1,x,cxwxyz
12,cxwxyz,1497,2,w,cxwxyz
12,cxwxyz,3743,3,x,cxwxyz
12,cxwxyz,4118,4,y,cxwxyz
12,cxwxyz,4523,5,z,cxwxyz
13,ohrswt,0,0,o,ohrswt
13,ohrswt,155,1,h,ohrswt
13,ohrswt,592,2,r,ohrswt
13,ohrswt,874,3,s,ohrswt
13,ohrswt,1372,4,w,ohrswt
13,ohrswt,1684,5,t,ohrswt
14,prtowz,0,0,p,prtowz
14,prtowz,312,1,r,prtowz
14,prtowz,531,2,t,prtowz
14,prtowz,1124,3,o,prtowz
14,prtowz,1716,4,w,prtowz
14,prtowz,2496,5,z,prtowz
15,dawuva,0,0,d,dawuva
15,dawuva,125,1,a,dawuva
15,dawuva,842,2,w,dawuva
15,dawuva,1154,3,u,dawuva
15,dawuva,1498,4,v,dawuva
15,dawuva,1591,5,a,dawuva
16,gvjbhj,0,0,g,gvjbhj
16,gvjbhj,779,1,v,gvjbhj
16,gvjbhj,997,2,j,gvjbhj
16,gvjbhj,2870,3,b,gvjbhj
16,gvjbhj,3276,4,h,gvjbhj
16,gvjbhj,3680,5,j,gvjbhj
17,vrphmee,0,0,v,vrphmee
17,vrphmee,468,1,r,vrphmee
17,vrphmee,811,2,p,vrphmee
17,vrphmee,1560,3,h,vrphmee
17,vrphmee,1935,4,m,vrphmee
17,vrphmee,2278,5,e,vrphmee
17,vrphmee,2403,6,e,vrphmee
18,ophxwt,0,0,o,ophxwt
18,ophxwt,2214,1,p,ophxwt
18,ophxwt,2619,2,h,ophxwt
18,ophxwt,4554,3,x,ophxwt
18,ophxwt,5490,4,w,ophxwt
18,ophxwt,5739,5,t,ophxwt
19,lctddy,0,0,l,lctddy
19,lctddy,529,1,c,lctddy
19,lctddy,811,2,t,lctddy
19,lctddy,1154,3,d,lctddy
19,lctddy,1309,4,d,lctddy
19,lctddy,1621,5,y,lctddy
20,zfcspx,0,0,z,zfcspx
20,zfcspx,779,1,f,zfcspx
20,zfcspx,1278,2,c,zfcspx
20,zfcspx,2432,3,x,zfcspx
20,zfcspx,3306,4,BackSpace,zfcspx
20,zfcspx,3711,5,s,zfcspx
20,zfcspx,4273,6,p,zfcspx
20,zfcspx,4960,7,c,zfcspx
