stimulus_index,stimulus,input_time_ms,input_index,key_symbol,transcribed_string
0,psdrwk,0,0,p,psdrwk
0,psdrwk,312,1,s,psdrwk
0,psdrwk,593,2,d,psdrwk
0,psdrwk,2184,3,r,psdrwk
0,psdrwk,2839,4,w,psdrwk
0,psdrwk,3338,5,k,psdrwk
1,cxwxyz,0,0,c,cxwxyz
1,cxwxyz,842,1,w,cxwxyz
1,cxwxyz,1591,2,BackSpace,cxwxyz
1,cxwxyz,2371,3,x,cxwxyz
1,cxwxyz,3026,4,w,cxwxyz
1,cxwxyz,5365,5,x,cxwxyz
1,cxwxyz,6084,6,y,cxwxyz
1,cxwxyz,6864,7,z,cxwxyz
2,jvhs1b,0,0,j,jvhs1b
2,jvhs1b,904,1,v,jvhs1b
2,jvhs1b,1341,2,h,jvhs1b
2,jvhs1b,1996,3,s,jvhs1b
2,jvhs1b,2558,4,1,jvhs1b
2,jvhs1b,3307,5,b,jvhs1b
3,evvphq,0,0,e,evvphq
3,evvphq,685,1,v,evvphq
3,evvphq,904,2,v,evvphq
3,evvphq,1746,3,p,evvphq
3,evvphq,2151,4,h,evvphq
3,evvphq,3555,5,q,evvphq
4,jkgaqe,0,0,j,jkgaqe
4,jkgaqe,468,1,k,jkgaqe
4,jkgaqe,1591,2,g,jkgaqe
4,jkgaqe,1996,3,a,jkgaqe
4,jkgaqe,2745,4,q,jkgaqe
4,jkgaqe,2995,5,e,jkgaqe
5,qslpag,0,0,q,qslpag
5,qslpag,343,1,s,qslpag
5,qslpag,655,2,l,qslpag
5,qslpag,1592,3,p,qslpag
5,qslpag,1779,4,a,qslpag
5,qslpag,2246,5,g,qslpag
6,blpsdt,0,0,p,blpsdt
6,blpsdt,187,1,l,blpsdt
6,blpsdt,1029,2,BackSpace,blpsdt
6,blpsdt,1311,3,BackSpace,blpsdt
6,blpsdt,2933,4,b,blpsdt
6,blpsdt,3119,5,l,blpsdt
6,blpsdt,3806,6,p,blpsdt
6,blpsdt,4555,7,s,blpsdt
6,blpsdt,4992,8,d,blpsdt
6,blpsdt,5242,9,t,blpsdt
7,pshegog,0,0,p,pshegog
7,pshegog,155,1,s,pshegog
7,pshegog,530,2,h,pshegog
7,pshegog,935,3,e,pshegog
7,pshegog,1622,4,g,pshegog
7,pshegog,1779,5,o,pshegog
7,pshegog,2091,6,g,pshegog
8,uchedt,0,0,u,uchedt
8,uchedt,342,1,c,uchedt
8,uchedt,1248,2,h,uchedt
8,uchedt,1903,3,e,uchedt
8,uchedt,2153,4,d,uchedt
8,uchedt,2559,5,t,uchedt
9,awnjvd,0,0,a,awnjvd
9,awnjvd,219,1,w,awnjvd
9,awnjvd,624,2,n,awnjvd
9,awnjvd,1434,3,j,awnjvd
9,awnjvd,2246,4,v,awnjvd
9,awnjvd,2746,5,d,awnjvd
10,oahpnh,0,0,o,oahpnh
10,oahpnh,312,1,a,oahpnh
10,oahpnh,811,2,h,oahpnh
10,oahpnh,1529,3,p,oahpnh
10,oahpnh,2028,4,n,oahpnh
10,oahpnh,2683,5,h,oahpnh
11,qjrpgt,0,0,q,qjrpgt
11,qjrpgt,718,1,j,qjrpgt
11,qjrpgt,1155,2,r,qjrpgt
11,qjrpgt,2091,3,p,qjrpgt
11,qjrpgt,3027,4,g,qjrpgt
11,qjrpgt,3339,5,t,qjrpgt
12,jaolwh,0,0,j,jaolwh
12,jaolwh,186,1,a,jaolwh
12,jaolwh,561,2,o,jaolwh
12,jaolwh,1434,3,l,jaolwh
12,jaolwh,2027,4,w,jaolwh
12,jaolwh,2339,5,h,jaolwh
13,gvjbhj,0,0,g,gvjbhj
13,gvjbhj,592,1,v,gvjbhj
13,gvjbhj,1434,2,j,gvjbhj
13,gvjbhj,2277,3,b,gvjbhj
13,gvjbhj,2807,4,h,gvjbhj
13,gvjbhj,3462,5,j,gvjbhj
14,jdlwbu,0,0,j,jdlwbu
14,jdlwbu,685,1,d,jdlwbu
14,jdlwbu,904,2,l,jdlwbu
14,jdlwbu,1871,3,w,jdlwbu
14,jdlwbu,2994,4,b,jdlwbu
14,jdlwbu,3244,5,u,jdlwbu
15,vunbgd,0,0,v,vunbgd
15,vunbgd,249,1,u,vunbgd
15,vunbgd,686,2,n,vunbgd
15,vunbgd,2340,3,b,vunbgd
15,vunbgd,3368,4,g,vunbgd
15,vunbgd,3805,5,d,vunbgd
16,dfzoua,0,0,d,dfzoua
16,dfzoua,281,1,f,dfzoua
16,dfzoua,1123,2,z,dfzoua
16,dfzoua,2028,3,o,dfzoua
16,dfzoua,2121,4,u,dfzoua
16,dfzoua,2465,5,a,dfzoua
17,zydfzz,0,0,z,zydfzz
17,zydfzz,529,1,y,zydfzz
17,zydfzz,1434,2,d,zydfzz
17,zydfzz,2027,3,f,zydfzz
17,zydfzz,3056,4,z,zydfzz
17,zydfzz,3276,5,z,zydfzz
18,vrphmee,0,0,v,vrphmee
18,vrphmee,280,1,r,vrphmee
18,vrphmee,654,2,p,vrphmee
18,vrphmee,1715,3,h,vrphmee
18,vrphmee,2152,4,m,vrphmee
18,vrphmee,2589,5,e,vrphmee
18,vrphmee,2745,6,e,vrphmee
19,jflurm,0,0,j,jflurm
19,jflurm,312,1,f,jflurm
19,jflurm,593,2,l,jflurm
19,jflurm,2153,3,u,jflurm
19,jflurm,2777,4,r,jflurm
19,jflurm,2996,5,m,jflurm
20,oxbcqh,0,0,o,oxbcqh
20,oxbcqh,437,1,x,oxbcqh
20,oxbcqh,904,2,b,oxbcqh
20,oxbcqh,2121,3,c,oxbcqh
20,oxbcqh,2933,4,q,oxbcqh
20,oxbcqh,3526,5,h,oxbcqh
21,knldkl,0,0,n,knldkl
21,knldkl,1934,1,BackSpace,knldkl
21,knldkl,2371,2,k,knldkl
21,knldkl,2526,3,n,knldkl
21,knldkl,3151,4,l,knldkl
21,knldkl,3774,5,d,knldkl
21,knldkl,4024,6,k,knldkl
21,knldkl,4211,7,l,knldkl
22,ynuyqx,0,0,y,ynuyqx
22,ynuyqx,250,1,n,ynuyqx
22,ynuyqx,749,2,u,ynuyqx
22,ynuyqx,1966,3,y,ynuyqx
22,ynuyqx,2963,4,q,ynuyqx
22,ynuyqx,4025,5,x,ynuyqx
23,vrutaa,0,0,v,vrutaa
23,vrutaa,312,1,r,vrutaa
23,vrutaa,810,2,y,vrutaa
23,vrutaa,1684,3,BackSpace,vrutaa
23,vrutaa,2434,4,y,vrutaa
23,vrutaa,2807,5,BackSpace,vrutaa
23,vrutaa,2963,6,u,vrutaa
23,vrutaa,3526,7,t,vrutaa
23,vrutaa,3868,8,a,vrutaa
23,vrutaa,4211,9,a,vrutaa
24,kmrynj,0,0,k,kmrynj
24,kmrynj,187,1,m,kmrynj
24,kmrynj,967,2,r,kmrynj
24,kmrynj,1809,3,y,kmrynj
24,kmrynj,2746,4,n,kmrynj
24,kmrynj,2994,5,j,kmrynj
25,zfcspx,0,0,z,zfcspx
25,zfcspx,624,1,f,zfcspx
25,zfcspx,2246,2,c,zfcspx
25,zfcspx,3026,3,s,zfcspx
25,zfcspx,3713,4,p,zfcspx
25,zfcspx,4336,5,x,zfcspx
26,odkfey,0,0,o,odkfey
26,odkfey,342,1,d,odkfey
26,odkfey,904,2,k,odkfey
26,odkfey,1466,3,f,odkfey
26,odkfey,1684,4,e,odkfey
26,odkfey,2059,5,y,odkfey
27,ophxwt,0,0,o,ophxwt
27,ophxwt,217,1,p,ophxwt
27,ophxwt,685,2,h,ophxwt
27,ophxwt,1777,3,x,ophxwt
27,ophxwt,2152,4,w,ophxwt
27,ophxwt,2744,5,t,ophxwt
28,khpzgp,0,0,k,khpzgp
28,khpzgp,467,1,h,khpzgp
28,khpzgp,997,2,p,khpzgp
28,khpzgp,1841,3,z,khpzgp
28,khpzgp,3306,4,g,khpzgp
28,khpzgp,4273,5,p,khpzgp
29,vtljjo,0,0,v,vtljjo
29,vtljjo,529,1,t,vtljjo
29,vtljjo,1621,2,l,vtljjo
29,vtljjo,1996,3,j,vtljjo
29,vtljjo,2152,4,j,vtljjo
29,vtljjo,2370,5,o,vtljjo
30,mkacsn,0,0,m,mkacsn
30,mkacsn,561,1,k,mkacsn
30,mkacsn,873,2,a,mkacsn
30,mkacsn,1341,3,c,mkacsn
30,mkacsn,1653,4,s,mkacsn
30,mkacsn,2340,5,n,mkacsn
31,odcdpu,0,0,o,odcdpu
31,odcdpu,311,1,d,odcdpu
31,odcdpu,842,2,c,odcdpu
31,odcdpu,1684,3,d,odcdpu
31,odcdpu,2246,4,o,odcdpu
31,odcdpu,2901,5,BackSpace,odcdpu
31,odcdpu,3213,6,p,odcdpu
31,odcdpu,3463,7,u,odcdpu
32,xlndns,0,0,x,xlndns
32,xlndns,562,1,l,xlndns
32,xlndns,1092,2,n,xlndns
32,xlndns,1434,3,d,xlndns
32,xlndns,3213,4,n,xlndns
32,xlndns,3463,5,s,xlndns
33,uogkww,0,0,u,uogkww
33,uogkww,250,1,o,uogkww
33,uogkww,1216,2,g,uogkww
33,uogkww,1902,3,k,uogkww
33,uogkww,2745,4,w,uogkww
33,uogkww,2932,5,w,uogkww
34,qwcbcr,0,0,q,qwcbcr
34,qwcbcr,904,1,w,qwcbcr
34,qwcbcr,2027,2,c,qwcbcr
34,qwcbcr,2901,3,b,qwcbcr
34,qwcbcr,3651,4,c,qwcbcr
34,qwcbcr,4087,5,r,qwcbcr
35,hyohcy,0,0,h,hyohcy
35,hyohcy,342,1,u,hyohcy
35,hyohcy,717,2,o,hyohcy
35,hyohcy,1652,3,c,hyohcy
35,hyohcy,2309,4,BackSpace,hyohcy
35,hyohcy,2496,5,BackSpace,hyohcy
35,hyohcy,2651,6,BackSpace,hyohcy
35,hyohcy,3337,7,y,hyohcy
35,hyohcy,4118,8,o,hyohcy
35,hyohcy,4616,9,h,hyohcy
35,hyohcy,5585,10,c,hyohcy
35,hyohcy,5896,11,y,hyohcy
36,varawz,0,0,w,varawz
36,varawz,437,1,BackSpace,varawz
36,varawz,998,2,c,varawz
36,varawz,1372,3,BackSpace,varawz
36,varawz,1529,4,v,varawz
36,varawz,1684,5,a,varawz
36,varawz,2152,6,r,varawz
36,varawz,2277,7,a,varawz
36,varawz,3774,8,w,varawz
36,varawz,4243,9,z,varawz
37,bnadtv,0,0,b,bnadtv
37,bnadtv,187,1,n,bnadtv
37,bnadtv,468,2,a,bnadtv
37,bnadtv,1498,3,d,bnadtv
37,bnadtv,1810,4,t,bnadtv
37,bnadtv,2746,5,v,bnadtv
38,dawuva,0,0,d,dawuva
38,dawuva,125,1,a,dawuva
38,dawuva,935,2,w,dawuva
38,dawuva,1278,3,u,dawuva
38,dawuva,1809,4,v,dawuva
38,dawuva,1902,5,a,dawuva
39,zjjrwa,0,0,z,zjjrwa
39,zjjrwa,843,1,j,zjjrwa
39,zjjrwa,1061,2,j,zjjrwa
39,zjjrwa,1560,3,r,zjjrwa
39,zjjrwa,1935,4,w,zjjrwa
39,zjjrwa,2121,5,a,zjjrwa
40,aekbru,0,0,a,aekbru
40,aekbru,280,1,e,aekbru
40,aekbru,904,2,k,aekbru
40,aekbru,1779,3,b,aekbru
40,aekbru,2091,4,r,aekbru
40,aekbru,2402,5,u,aekbru
41,nwmxxf,0,0,n,nwmxxf
41,nwmxxf,499,1,q,nwmxxf
41,nwmxxf,1279,2,BackSpace,nwmxxf
41,nwmxxf,1871,3,w,nwmxxf
41,nwmxxf,2777,4,m,nwmxxf
41,nwmxxf,3369,5,x,nwmxxf
41,nwmxxf,3588,6,x,nwmxxf
41,nwmxxf,3962,7,f,nwmxxf
42,vwmbqq,0,0,v,vwmbqq
42,vwmbqq,404,1,w,vwmbqq
42,vwmbqq,1435,2,m,vwmbqq
42,vwmbqq,2402,3,b,vwmbqq
42,vwmbqq,3338,4,q,vwmbqq
42,vwmbqq,3494,5,q,vwmbqq
43,bsrpqj,0,0,b,bsrpqj
43,bsrpqj,467,1,s,bsrpqj
43,bsrpqj,717,2,r,bsrpqj
43,bsrpqj,1590,3,p,bsrpqj
43,bsrpqj,1996,4,q,bsrpqj
43,bsrpqj,2496,5,j,bsrpqj
44,prtowz,0,0,p,prtowz
44,prtowz,374,1,r,prtowz
44,prtowz,1061,2,t,prtowz
44,prtowz,1841,3,o,prtowz
44,prtowz,2652,4,w,prtowz
44,prtowz,3276,5,z,prtowz
45,weqppe,0,0,w,weqppe
45,weqppe,187,1,e,weqppe
45,weqppe,1061,2,q,weqppe
45,weqppe,1560,3,p,weqppe
45,weqppe,1716,4,p,weqppe
45,weqppe,2090,5,e,weqppe
46,lctddy,0,0,l,lctddy
46,lctddy,217,1,c,lctddy
46,lctddy,749,2,t,lctddy
46,lctddy,2808,3,d,lctddy
46,lctddy,2995,4,d,lctddy
46,lctddy,3338,5,y,lctddy
47,yadgnv,0,0,w,yadgnv
47,yadgnv,562,1,BackSpace,yadgnv
47,yadgnv,1935,2,y,yadgnv
47,yadgnv,2340,3,a,yadgnv
47,yadgnv,2840,4,d,yadgnv
47,yadgnv,4306,5,g,yadgnv
47,yadgnv,4712,6,n,yadgnv
47,yadgnv,5804,7,v,yadgnv
48,yrchgp,0,0,y,yrchgp
48,yrchgp,312,1,r,yrchgp
48,yrchgp,1342,2,c,yrchgp
48,yrchgp,2277,3,h,yrchgp
48,yrchgp,2932,4,g,yrchgp
48,yrchgp,3181,5,p,yrchgp
49,ohrswt,0,0,o,ohrswt
49,ohrswt,467,1,h,ohrswt
49,ohrswt,1372,2,r,ohrswt
49,ohrswt,1592,3,s,ohrswt
49,ohrswt,1871,4,t,ohrswt
49,ohrswt,2464,5,BackSpace,ohrswt
49,ohrswt,3338,6,w,ohrswt
49,ohrswt,3712,7,t,ohrswt
