stimulus_index,stimulus,input_time_ms,input_index,key_symbol,transcribed_string
0,Do we need the discuss ?,0,0,Shift_R,Do we need the discuss ?
0,Do we need the discuss ?,217,1,D,Do we need the discuss ?
0,Do we need the discuss ?,529,2,o,Do we need the discuss ?
0,Do we need the discuss ?,810,3,w,Do we need the discuss ?
0,Do we need the discuss ?,904,4,e,Do we need the discuss ?
0,Do we need the discuss ?,1092,5,space,Do we need the discuss ?
0,Do we need the discuss ?,1684,6,BackSpace,Do we need the discuss ?
0,Do we need the discuss ?,1996,7,BackSpace,Do we need the discuss ?
0,Do we need the discuss ?,2184,8,BackSpace,Do we need the discuss ?
0,Do we need the discuss ?,2496,9,space,Do we need the discuss ?
0,Do we need the discuss ?,2682,10,w,Do we need the discuss ?
0,Do we need the discuss ?,2807,11,e,Do we need the discuss ?
0,Do we need the discuss ?,2901,12,space,Do we need the discuss ?
0,Do we need the discuss ?,3088,13,n,Do we need the discuss ?
0,Do we need the discuss ?,3181,14,e,Do we need the discuss ?
0,Do we need the discuss ?,3368,15,e,Do we need the discuss ?
0,Do we need the discuss ?,3588,16,d,Do we need the discuss ?
0,Do we need the discuss ?,3743,17,space,Do we need the discuss ?
0,Do we need the discuss ?,3993,18,t,Do we need the discuss ?
0,Do we need the discuss ?,4086,19,h,Do we need the discuss ?
0,Do we need the discuss ?,4211,20,e,Do we need the discuss ?
0,Do we need the discuss ?,4305,21,space,Do we need the discuss ?
0,Do we need the discuss ?,4616,22,d,Do we need the discuss ?
0,Do we need the discuss ?,4773,23,i,Do we need the discuss ?
0,Do we need the discuss ?,4928,24,s,Do we need the discuss ?
0,Do we need the discuss ?,5927,25,c,Do we need the discuss ?
0,Do we need the discuss ?,6020,26,u,Do we need the discuss ?
0,Do we need the discuss ?,6240,27,s,Do we need the discuss ?
0,Do we need the discuss ?,6427,28,s,Do we need the discuss ?
0,Do we need the discuss ?,6614,29,space,Do we need the discuss ?
0,Do we need the discuss ?,7112,30,Shift_R,Do we need the discuss ?
0,Do we need the discuss ?,7924,31,question,Do we need the discuss ?
1,Good for you.,0,0,Shift_R,Good for you.
1,Good for you.,156,1,G,Good for you.
1,Good for you.,437,2,o,Good for you.
1,Good for you.,593,3,o,Good for you.
