participant,condition,total.money,trial.number,trial.money,exploded,pumps,life
1,expansive,910,0,62,0,62,72
1,expansive,910,1,0,1,27,27
1,expansive,910,2,47,0,47,98
1,expansive,910,3,0,1,86,86
1,expansive,910,4,60,0,60,104
1,expansive,910,5,0,1,26,26
1,expansive,910,6,0,1,17,17
1,expansive,910,7,31,0,31,49
1,expansive,910,8,48,0,48,56
1,expansive,910,9,91,0,91,106
1,expansive,910,10,95,0,95,105
1,expansive,910,11,0,1,49,49
1,expansive,910,12,0,1,65,65
1,expansive,910,13,0,1,39,39
1,expansive,910,14,35,0,35,66
1,expansive,910,15,61,0,61,67
1,expansive,910,16,0,1,59,59
1,expansive,910,17,0,1,18,18
1,expansive,910,18,32,0,32,106
1,expansive,910,19,56,0,56,87
1,expansive,910,20,69,0,69,107
1,expansive,910,21,0,1,26,26
1,expansive,910,22,49,0,49,55
1,expansive,910,23,0,1,14,14
1,expansive,910,24,46,0,46,115
1,expansive,910,25,70,0,70,88
1,expansive,910,26,0,1,34,34
1,expansive,910,27,0,1,33,33
1,expansive,910,28,58,0,58,73
1,expansive,910,29,0,1,86,86
2,constrictive,756,0,4,0,4,72
2,constrictive,756,1,15,0,15,27
2,constrictive,756,2,25,0,25,98
2,constrictive,756,3,43,0,43,86
2,constrictive,756,4,59,0,59,104
2,constrictive,756,5,0,1,26,26
2,constrictive,756,6,0,1,17,17
2,constrictive,756,7,13,0,13,49
2,constrictive,756,8,24,0,24,56
2,constrictive,756,9,40,0,40,106
2,constrictive,756,10,50,0,50,105
2,constrictive,756,11,0,1,49,49
2,constrictive,756,12,40,0,40,65
2,constrictive,756,13,0,1,39,39
2,constrictive,756,14,28,0,28,66
2,constrictive,756,15,43,0,43,67
2,constrictive,756,16,43,0,43,59
2,constrictive,756,17,0,1,18,18
2,constrictive,756,18,56,0,56,106
2,constrictive,756,19,21,0,21,87
2,constrictive,756,20,45,0,45,107
2,constrictive,756,21,0,1,26,26
2,constrictive,756,22,0,1,55,55
2,constrictive,756,23,0,1,14,14
2,constrictive,756,24,40,0,40,115
2,constrictive,756,25,45,0,45,88
2,constrictive,756,26,21,0,21,34
2,constrictive,756,27,30,0,30,33
2,constrictive,756,28,28,0,28,73
2,constrictive,756,29,43,0,43,86
3,expansive,786,0,0,1,72,72
3,expansive,786,1,0,1,27,27
3,expansive,786,2,70,0,70,98
3,expansive,786,3,0,1,86,86
3,expansive,786,4,65,0,65,104
3,expansive,786,5,0,1,26,26
3,expansive,786,6,0,1,17,17
3,expansive,786,7,0,1,49,49
3,expansive,786,8,44,0,44,56
3,expansive,786,9,65,0,65,106
3,expansive,786,10,59,0,59,105
3,expansive,786,11,0,1,49,49
3,expansive,786,12,0,1,65,65
3,expansive,786,13,0,1,39,39
3,expansive,786,14,53,0,53,66
3,expansive,786,15,0,1,67,67
3,expansive,786,16,0,1,59,59
3,expansive,786,17,0,1,18,18
3,expansive,786,18,60,0,60,106
3,expansive,786,19,64,0,64,87
3,expansive,786,20,85,0,85,107
3,expansive,786,21,0,1,26,26
3,expansive,786,22,0,1,55,55
3,expansive,786,23,0,1,14,14
3,expansive,786,24,71,0,71,115
3,expansive,786,25,0,1,88,88
3,expansive,786,26,0,1,34,34
3,expansive,786,27,0,1,33,33
3,expansive,786,28,67,0,67,73
3,expansive,786,29,83,0,83,86
4,constrictive,699,0,29,0,29,72
4,constrictive,699,1,0,1,27,27
4,constrictive,699,2,20,0,20,98
4,constrictive,699,3,28,0,28,86
4,constrictive,699,4,34,0,34,104
4,constrictive,699,5,0,1,26,26
4,constrictive,699,6,0,1,17,17
4,constrictive,699,7,11,0,11,49
4,constrictive,699,8,20,0,20,56
4,constrictive,699,9,30,0,30,106
4,constrictive,699,10,32,0,32,105
4,constrictive,699,11,32,0,32,49
4,constrictive,699,12,35,0,35,65
4,constrictive,699,13,0,1,39,39
4,constrictive,699,14,32,0,32,66
4,constrictive,699,15,36,0,36,67
4,constrictive,699,16,30,0,30,59
4,constrictive,699,17,0,1,18,18
4,constrictive,699,18,32,0,32,106
4,constrictive,699,19,33,0,33,87
4,constrictive,699,20,35,0,35,107
4,constrictive,699,21,0,1,26,26
4,constrictive,699,22,38,0,38,55
4,constrictive,699,23,0,1,14,14
4,constrictive,699,24,40,0,40,115
4,constrictive,699,25,44,0,44,88
4,constrictive,699,26,0,1,34,34
4,constrictive,699,27,28,0,28,33
4,constrictive,699,28,39,0,39,73
4,constrictive,699,29,41,0,41,86
5,expansive,969,0,61,0,61,72
5,expansive,969,1,0,1,27,27
5,expansive,969,2,60,0,60,98
5,expansive,969,3,85,0,85,86
5,expansive,969,4,86,0,86,104
5,expansive,969,5,0,1,26,26
5,expansive,969,6,0,1,17,17
5,expansive,969,7,36,0,36,49
5,expansive,969,8,53,0,53,56
5,expansive,969,9,72,0,72,106
5,expansive,969,10,100,0,100,105
5,expansive,969,11,0,1,49,49
5,expansive,969,12,0,1,65,65
5,expansive,969,13,0,1,39,39
5,expansive,969,14,28,0,28,66
5,expansive,969,15,49,0,49,67
5,expansive,969,16,0,1,59,59
5,expansive,969,17,0,1,18,18
5,expansive,969,18,34,0,34,106
5,expansive,969,19,59,0,59,87
5,expansive,969,20,70,0,70,107
5,expansive,969,21,0,1,26,26
5,expansive,969,22,26,0,26,55
5,expansive,969,23,0,1,14,14
5,expansive,969,24,56,0,56,115
5,expansive,969,25,41,0,41,88
5,expansive,969,26,0,1,34,34
5,expansive,969,27,0,1,33,33
5,expansive,969,28,19,0,19,73
5,expansive,969,29,34,0,34,86
6,constrictive,736,0,20,0,20,72
6,constrictive,736,1,0,1,27,27
6,constrictive,736,2,19,0,19,98
6,constrictive,736,3,29,0,29,86
6,constrictive,736,4,33,0,33,104
6,constrictive,736,5,0,1,26,26
6,constrictive,736,6,0,1,17,17
6,constrictive,736,7,38,0,38,49
6,constrictive,736,8,51,0,51,56
6,constrictive,736,9,56,0,56,106
6,constrictive,736,10,61,0,61,105
6,constrictive,736,11,0,1,49,49
6,constrictive,736,12,50,0,50,65
6,constrictive,736,13,0,1,39,39
6,constrictive,736,14,0,1,66,66
6,constrictive,736,15,57,0,57,67
6,constrictive,736,16,0,1,59,59
6,constrictive,736,17,0,1,18,18
6,constrictive,736,18,43,0,43,106
6,constrictive,736,19,51,0,51,87
6,constrictive,736,20,57,0,57,107
6,constrictive,736,21,0,1,26,26
6,constrictive,736,22,0,1,55,55
6,constrictive,736,23,0,1,14,14
6,constrictive,736,24,38,0,38,115
6,constrictive,736,25,62,0,62,88
6,constrictive,736,26,0,1,34,34
6,constrictive,736,27,0,1,33,33
6,constrictive,736,28,30,0,30,73
6,constrictive,736,29,41,0,41,86
7,expansive,702,0,16,0,16,72
7,expansive,702,1,0,1,27,27
7,expansive,702,2,20,0,20,98
7,expansive,702,3,29,0,29,86
7,expansive,702,4,37,0,37,104
7,expansive,702,5,0,1,26,26
7,expansive,702,6,0,1,17,17
7,expansive,702,7,22,0,22,49
7,expansive,702,8,25,0,25,56
7,expansive,702,9,27,0,27,106
7,expansive,702,10,26,0,26,105
7,expansive,702,11,29,0,29,49
7,expansive,702,12,0,1,65,65
7,expansive,702,13,0,1,39,39
7,expansive,702,14,35,0,35,66
7,expansive,702,15,43,0,43,67
7,expansive,702,16,45,0,45,59
7,expansive,702,17,0,1,18,18
7,expansive,702,18,40,0,40,106
7,expansive,702,19,51,0,51,87
7,expansive,702,20,60,0,60,107
7,expansive,702,21,0,1,26,26
7,expansive,702,22,0,1,55,55
7,expansive,702,23,0,1,14,14
7,expansive,702,24,34,0,34,115
7,expansive,702,25,41,0,41,88
7,expansive,702,26,0,1,34,34
7,expansive,702,27,30,0,30,33
7,expansive,702,28,37,0,37,73
7,expansive,702,29,55,0,55,86
8,constrictive,1046,0,58,0,58,72
8,constrictive,1046,1,0,1,27,27
8,constrictive,1046,2,48,0,48,98
8,constrictive,1046,3,27,0,27,86
8,constrictive,1046,4,63,0,63,104
8,constrictive,1046,5,0,1,26,26
8,constrictive,1046,6,0,1,17,17
8,constrictive,1046,7,45,0,45,49
8,constrictive,1046,8,55,0,55,56
8,constrictive,1046,9,67,0,67,106
8,constrictive,1046,10,66,0,66,105
8,constrictive,1046,11,0,1,49,49
8,constrictive,1046,12,52,0,52,65
8,constrictive,1046,13,0,1,39,39
8,constrictive,1046,14,0,1,66,66
8,constrictive,1046,15,57,0,57,67
8,constrictive,1046,16,57,0,57,59
8,constrictive,1046,17,0,1,18,18
8,constrictive,1046,18,69,0,69,106
8,constrictive,1046,19,72,0,72,87
8,constrictive,1046,20,89,0,89,107
8,constrictive,1046,21,0,1,26,26
8,constrictive,1046,22,0,1,55,55
8,constrictive,1046,23,0,1,14,14
8,constrictive,1046,24,74,0,74,115
8,constrictive,1046,25,73,0,73,88
8,constrictive,1046,26,0,1,34,34
8,constrictive,1046,27,0,1,33,33
8,constrictive,1046,28,0,1,73,73
8,constrictive,1046,29,74,0,74,86
9,expansive,833,0,48,0,48,72
9,expansive,833,1,0,1,27,27
9,expansive,833,2,19,0,19,98
9,expansive,833,3,28,0,28,86
9,expansive,833,4,43,0,43,104
9,expansive,833,5,0,1,26,26
9,expansive,833,6,0,1,17,17
9,expansive,833,7,15,0,15,49
9,expansive,833,8,24,0,24,56
9,expansive,833,9,42,0,42,106
9,expansive,833,10,47,0,47,105
9,expansive,833,11,0,1,49,49
9,expansive,833,12,35,0,35,65
9,expansive,833,13,35,0,35,39
9,expansive,833,14,55,0,55,66
9,expansive,833,15,59,0,59,67
9,expansive,833,16,0,1,59,59
9,expansive,833,17,0,1,18,18
9,expansive,833,18,28,0,28,106
9,expansive,833,19,48,0,48,87
9,expansive,833,20,47,0,47,107
9,expansive,833,21,0,1,26,26
9,expansive,833,22,37,0,37,55
9,expansive,833,23,0,1,14,14
9,expansive,833,24,44,0,44,115
9,expansive,833,25,62,0,62,88
9,expansive,833,26,0,1,34,34
9,expansive,833,27,0,1,33,33
9,expansive,833,28,50,0,50,73
9,expansive,833,29,67,0,67,86
10,constrictive,793,0,14,0,14,72
10,constrictive,793,1,24,0,24,27
10,constrictive,793,2,30,0,30,98
10,constrictive,793,3,42,0,42,86
10,constrictive,793,4,58,0,58,104
10,constrictive,793,5,0,1,26,26
10,constrictive,793,6,0,1,17,17
10,constrictive,793,7,17,0,17,49
10,constrictive,793,8,25,0,25,56
10,constrictive,793,9,27,0,27,106
10,constrictive,793,10,37,0,37,105
10,constrictive,793,11,39,0,39,49
10,constrictive,793,12,42,0,42,65
10,constrictive,793,13,0,1,39,39
10,constrictive,793,14,29,0,29,66
10,constrictive,793,15,37,0,37,67
10,constrictive,793,16,38,0,38,59
10,constrictive,793,17,0,1,18,18
10,constrictive,793,18,34,0,34,106
10,constrictive,793,19,39,0,39,87
10,constrictive,793,20,47,0,47,107
10,constrictive,793,21,0,1,26,26
10,constrictive,793,22,39,0,39,55
10,constrictive,793,23,0,1,14,14
10,constrictive,793,24,24,0,24,115
10,constrictive,793,25,44,0,44,88
10,constrictive,793,26,0,1,34,34
10,constrictive,793,27,26,0,26,33
10,constrictive,793,28,38,0,38,73
10,constrictive,793,29,43,0,43,86
11,expansive,463,0,16,0,16,72
11,expansive,463,1,0,1,27,27
11,expansive,463,2,15,0,15,98
11,expansive,463,3,18,0,18,86
11,expansive,463,4,17,0,17,104
11,expansive,463,5,15,0,15,26
11,expansive,463,6,14,0,14,17
11,expansive,463,7,16,0,16,49
11,expansive,463,8,15,0,15,56
11,expansive,463,9,16,0,16,106
11,expansive,463,10,19,0,19,105
11,expansive,463,11,21,0,21,49
11,expansive,463,12,16,0,16,65
11,expansive,463,13,19,0,19,39
11,expansive,463,14,26,0,26,66
11,expansive,463,15,18,0,18,67
11,expansive,463,16,20,0,20,59
11,expansive,463,17,16,0,16,18
11,expansive,463,18,16,0,16,106
11,expansive,463,19,17,0,17,87
11,expansive,463,20,19,0,19,107
11,expansive,463,21,22,0,22,26
11,expansive,463,22,18,0,18,55
11,expansive,463,23,0,1,14,14
11,expansive,463,24,10,0,10,115
11,expansive,463,25,10,0,10,88
11,expansive,463,26,13,0,13,34
11,expansive,463,27,15,0,15,33
11,expansive,463,28,12,0,12,73
11,expansive,463,29,14,0,14,86
12,constrictive,680,0,7,0,7,72
12,constrictive,680,1,16,0,16,27
12,constrictive,680,2,25,0,25,98
12,constrictive,680,3,29,0,29,86
12,constrictive,680,4,60,0,60,104
12,constrictive,680,5,0,1,26,26
12,constrictive,680,6,0,1,17,17
12,constrictive,680,7,6,0,6,49
12,constrictive,680,8,20,0,20,56
12,constrictive,680,9,30,0,30,106
12,constrictive,680,10,38,0,38,105
12,constrictive,680,11,17,0,17,49
12,constrictive,680,12,49,0,49,65
12,constrictive,680,13,0,1,39,39
12,constrictive,680,14,31,0,31,66
12,constrictive,680,15,50,0,50,67
12,constrictive,680,16,0,1,59,59
12,constrictive,680,17,0,1,18,18
12,constrictive,680,18,12,0,12,106
12,constrictive,680,19,44,0,44,87
12,constrictive,680,20,50,0,50,107
12,constrictive,680,21,0,1,26,26
12,constrictive,680,22,20,0,20,55
12,constrictive,680,23,0,1,14,14
12,constrictive,680,24,20,0,20,115
12,constrictive,680,25,30,0,30,88
12,constrictive,680,26,26,0,26,34
12,constrictive,680,27,30,0,30,33
12,constrictive,680,28,30,0,30,73
12,constrictive,680,29,40,0,40,86
13,expansive,714,0,17,0,17,72
13,expansive,714,1,24,0,24,27
13,expansive,714,2,27,0,27,98
13,expansive,714,3,42,0,42,86
13,expansive,714,4,64,0,64,104
13,expansive,714,5,0,1,26,26
13,expansive,714,6,0,1,17,17
13,expansive,714,7,11,0,11,49
13,expansive,714,8,21,0,21,56
13,expansive,714,9,23,0,23,106
13,expansive,714,10,30,0,30,105
13,expansive,714,11,41,0,41,49
13,expansive,714,12,41,0,41,65
13,expansive,714,13,0,1,39,39
13,expansive,714,14,27,0,27,66
13,expansive,714,15,28,0,28,67
13,expansive,714,16,38,0,38,59
13,expansive,714,17,0,1,18,18
13,expansive,714,18,28,0,28,106
13,expansive,714,19,29,0,29,87
13,expansive,714,20,37,0,37,107
13,expansive,714,21,0,1,26,26
13,expansive,714,22,32,0,32,55
13,expansive,714,23,0,1,14,14
13,expansive,714,24,32,0,32,115
13,expansive,714,25,27,0,27,88
13,expansive,714,26,0,1,34,34
13,expansive,714,27,31,0,31,33
13,expansive,714,28,29,0,29,73
13,expansive,714,29,35,0,35,86
14,constrictive,827,0,0,1,72,72
14,constrictive,827,1,0,1,27,27
14,constrictive,827,2,50,0,50,98
14,constrictive,827,3,62,0,62,86
14,constrictive,827,4,48,0,48,104
14,constrictive,827,5,0,1,26,26
14,constrictive,827,6,0,1,17,17
14,constrictive,827,7,0,1,49,49
14,constrictive,827,8,38,0,38,56
14,constrictive,827,9,49,0,49,106
14,constrictive,827,10,39,0,39,105
14,constrictive,827,11,0,1,49,49
14,constrictive,827,12,39,0,39,65
14,constrictive,827,13,0,1,39,39
14,constrictive,827,14,33,0,33,66
14,constrictive,827,15,48,0,48,67
14,constrictive,827,16,55,0,55,59
14,constrictive,827,17,0,1,18,18
14,constrictive,827,18,41,0,41,106
14,constrictive,827,19,51,0,51,87
14,constrictive,827,20,57,0,57,107
14,constrictive,827,21,0,1,26,26
14,constrictive,827,22,53,0,53,55
14,constrictive,827,23,0,1,14,14
14,constrictive,827,24,39,0,39,115
14,constrictive,827,25,45,0,45,88
14,constrictive,827,26,0,1,34,34
14,constrictive,827,27,0,1,33,33
14,constrictive,827,28,48,0,48,73
14,constrictive,827,29,32,0,32,86
15,expansive,536,0,21,0,21,72
15,expansive,536,1,20,0,20,27
15,expansive,536,2,26,0,26,98
15,expansive,536,3,18,0,18,86
15,expansive,536,4,26,0,26,104
15,expansive,536,5,23,0,23,26
15,expansive,536,6,0,1,17,17
15,expansive,536,7,19,0,19,49
15,expansive,536,8,17,0,17,56
15,expansive,536,9,19,0,19,106
15,expansive,536,10,19,0,19,105
15,expansive,536,11,23,0,23,49
15,expansive,536,12,21,0,21,65
15,expansive,536,13,25,0,25,39
15,expansive,536,14,23,0,23,66
15,expansive,536,15,23,0,23,67
15,expansive,536,16,24,0,24,59
15,expansive,536,17,0,1,18,18
15,expansive,536,18,14,0,14,106
15,expansive,536,19,12,0,12,87
15,expansive,536,20,12,0,12,107
15,expansive,536,21,19,0,19,26
15,expansive,536,22,18,0,18,55
15,expansive,536,23,0,1,14,14
15,expansive,536,24,17,0,17,115
15,expansive,536,25,18,0,18,88
15,expansive,536,26,16,0,16,34
15,expansive,536,27,24,0,24,33
15,expansive,536,28,18,0,18,73
15,expansive,536,29,21,0,21,86
16,expansive,526,0,17,0,17,72
16,expansive,526,1,22,0,22,27
16,expansive,526,2,15,0,15,98
16,expansive,526,3,19,0,19,86
16,expansive,526,4,26,0,26,104
16,expansive,526,5,0,1,26,26
16,expansive,526,6,0,1,17,17
16,expansive,526,7,15,0,15,49
16,expansive,526,8,15,0,15,56
16,expansive,526,9,17,0,17,106
16,expansive,526,10,20,0,20,105
16,expansive,526,11,16,0,16,49
16,expansive,526,12,20,0,20,65
16,expansive,526,13,27,0,27,39
16,expansive,526,14,20,0,20,66
16,expansive,526,15,14,0,14,67
16,expansive,526,16,27,0,27,59
16,expansive,526,17,0,1,18,18
16,expansive,526,18,15,0,15,106
16,expansive,526,19,15,0,15,87
16,expansive,526,20,25,0,25,107
16,expansive,526,21,14,0,14,26
16,expansive,526,22,12,0,12,55
16,expansive,526,23,0,1,14,14
16,expansive,526,24,21,0,21,115
16,expansive,526,25,21,0,21,88
16,expansive,526,26,21,0,21,34
16,expansive,526,27,23,0,23,33
16,expansive,526,28,47,0,47,73
16,expansive,526,29,22,0,22,86
17,constrictive,865,0,43,0,43,72
17,constrictive,865,1,0,1,27,27
17,constrictive,865,2,30,0,30,98
17,constrictive,865,3,41,0,41,86
17,constrictive,865,4,45,0,45,104
17,constrictive,865,5,0,1,26,26
17,constrictive,865,6,0,1,17,17
17,constrictive,865,7,38,0,38,49
17,constrictive,865,8,55,0,55,56
17,constrictive,865,9,67,0,67,106
17,constrictive,865,10,69,0,69,105
17,constrictive,865,11,0,1,49,49
17,constrictive,865,12,0,1,65,65
17,constrictive,865,13,0,1,39,39
17,constrictive,865,14,43,0,43,66
17,constrictive,865,15,44,0,44,67
17,constrictive,865,16,0,1,59,59
17,constrictive,865,17,0,1,18,18
17,constrictive,865,18,50,0,50,106
17,constrictive,865,19,57,0,57,87
17,constrictive,865,20,55,0,55,107
17,constrictive,865,21,0,1,26,26
17,constrictive,865,22,0,1,55,55
17,constrictive,865,23,0,1,14,14
17,constrictive,865,24,49,0,49,115
17,constrictive,865,25,61,0,61,88
17,constrictive,865,26,28,0,28,34
17,constrictive,865,27,0,1,33,33
17,constrictive,865,28,42,0,42,73
17,constrictive,865,29,48,0,48,86
18,expansive,1026,0,70,0,70,72
18,expansive,1026,1,0,1,27,27
18,expansive,1026,2,49,0,49,98
18,expansive,1026,3,70,0,70,86
18,expansive,1026,4,70,0,70,104
18,expansive,1026,5,0,1,26,26
18,expansive,1026,6,0,1,17,17
18,expansive,1026,7,0,1,49,49
18,expansive,1026,8,29,0,29,56
18,expansive,1026,9,49,0,49,106
18,expansive,1026,10,80,0,80,105
18,expansive,1026,11,0,1,49,49
18,expansive,1026,12,63,0,63,65
18,expansive,1026,13,0,1,39,39
18,expansive,1026,14,64,0,64,66
18,expansive,1026,15,0,1,67,67
18,expansive,1026,16,54,0,54,59
18,expansive,1026,17,0,1,18,18
18,expansive,1026,18,50,0,50,106
18,expansive,1026,19,78,0,78,87
18,expansive,1026,20,90,0,90,107
18,expansive,1026,21,0,1,26,26
18,expansive,1026,22,0,1,55,55
18,expansive,1026,23,0,1,14,14
18,expansive,1026,24,71,0,71,115
18,expansive,1026,25,73,0,73,88
18,expansive,1026,26,0,1,34,34
18,expansive,1026,27,0,1,33,33
18,expansive,1026,28,38,0,38,73
18,expansive,1026,29,28,0,28,86
19,constrictive,652,0,14,0,14,72
19,constrictive,652,1,22,0,22,27
19,constrictive,652,2,32,0,32,98
19,constrictive,652,3,34,0,34,86
19,constrictive,652,4,52,0,52,104
19,constrictive,652,5,0,1,26,26
19,constrictive,652,6,0,1,17,17
19,constrictive,652,7,12,0,12,49
19,constrictive,652,8,16,0,16,56
19,constrictive,652,9,20,0,20,106
19,constrictive,652,10,22,0,22,105
19,constrictive,652,11,23,0,23,49
19,constrictive,652,12,37,0,37,65
19,constrictive,652,13,34,0,34,39
19,constrictive,652,14,42,0,42,66
19,constrictive,652,15,46,0,46,67
19,constrictive,652,16,0,1,59,59
19,constrictive,652,17,0,1,18,18
19,constrictive,652,18,14,0,14,106
19,constrictive,652,19,19,0,19,87
19,constrictive,652,20,22,0,22,107
19,constrictive,652,21,20,0,20,26
19,constrictive,652,22,30,0,30,55
19,constrictive,652,23,0,1,14,14
19,constrictive,652,24,22,0,22,115
19,constrictive,652,25,37,0,37,88
19,constrictive,652,26,32,0,32,34
19,constrictive,652,27,0,1,33,33
19,constrictive,652,28,24,0,24,73
19,constrictive,652,29,26,0,26,86
20,expansive,1008,0,67,0,67,72
20,expansive,1008,1,0,1,27,27
20,expansive,1008,2,73,0,73,98
20,expansive,1008,3,73,0,73,86
20,expansive,1008,4,72,0,72,104
20,expansive,1008,5,0,1,26,26
20,expansive,1008,6,0,1,17,17
20,expansive,1008,7,0,1,49,49
20,expansive,1008,8,0,1,56,56
20,expansive,1008,9,68,0,68,106
20,expansive,1008,10,76,0,76,105
20,expansive,1008,11,0,1,49,49
20,expansive,1008,12,0,1,65,65
20,expansive,1008,13,0,1,39,39
20,expansive,1008,14,57,0,57,66
20,expansive,1008,15,52,0,52,67
20,expansive,1008,16,58,0,58,59
20,expansive,1008,17,0,1,18,18
20,expansive,1008,18,59,0,59,106
20,expansive,1008,19,72,0,72,87
20,expansive,1008,20,88,0,88,107
20,expansive,1008,21,0,1,26,26
20,expansive,1008,22,0,1,55,55
20,expansive,1008,23,0,1,14,14
20,expansive,1008,24,60,0,60,115
20,expansive,1008,25,65,0,65,88
20,expansive,1008,26,0,1,34,34
20,expansive,1008,27,0,1,33,33
20,expansive,1008,28,0,1,73,73
20,expansive,1008,29,68,0,68,86
21,constrictive,944,0,34,0,34,72
21,constrictive,944,1,0,1,27,27
21,constrictive,944,2,20,0,20,98
21,constrictive,944,3,35,0,35,86
21,constrictive,944,4,36,0,36,104
21,constrictive,944,5,0,1,26,26
21,constrictive,944,6,0,1,17,17
21,constrictive,944,7,17,0,17,49
21,constrictive,944,8,22,0,22,56
21,constrictive,944,9,27,0,27,106
21,constrictive,944,10,27,0,27,105
21,constrictive,944,11,22,0,22,49
21,constrictive,944,12,28,0,28,65
21,constrictive,944,13,0,1,39,39
21,constrictive,944,14,57,0,57,66
21,constrictive,944,15,53,0,53,67
21,constrictive,944,16,58,0,58,59
21,constrictive,944,17,13,0,13,18
21,constrictive,944,18,61,0,61,106
21,constrictive,944,19,54,0,54,87
21,constrictive,944,20,79,0,79,107
21,constrictive,944,21,0,1,26,26
21,constrictive,944,22,46,0,46,55
21,constrictive,944,23,0,1,14,14
21,constrictive,944,24,46,0,46,115
21,constrictive,944,25,64,0,64,88
21,constrictive,944,26,0,1,34,34
21,constrictive,944,27,31,0,31,33
21,constrictive,944,28,44,0,44,73
21,constrictive,944,29,70,0,70,86
22,expansive,375,0,8,0,8,72
22,expansive,375,1,6,0,6,27
22,expansive,375,2,17,0,17,98
22,expansive,375,3,9,0,9,86
22,expansive,375,4,8,0,8,104
22,expansive,375,5,0,1,26,26
22,expansive,375,6,0,1,17,17
22,expansive,375,7,15,0,15,49
22,expansive,375,8,15,0,15,56
22,expansive,375,9,10,0,10,106
22,expansive,375,10,10,0,10,105
22,expansive,375,11,13,0,13,49
22,expansive,375,12,11,0,11,65
22,expansive,375,13,15,0,15,39
22,expansive,375,14,13,0,13,66
22,expansive,375,15,16,0,16,67
22,expansive,375,16,16,0,16,59
22,expansive,375,17,0,1,18,18
22,expansive,375,18,24,0,24,106
22,expansive,375,19,14,0,14,87
22,expansive,375,20,14,0,14,107
22,expansive,375,21,20,0,20,26
22,expansive,375,22,17,0,17,55
22,expansive,375,23,0,1,14,14
22,expansive,375,24,11,0,11,115
22,expansive,375,25,14,0,14,88
22,expansive,375,26,16,0,16,34
22,expansive,375,27,0,1,33,33
22,expansive,375,28,31,0,31,73
22,expansive,375,29,32,0,32,86
23,constrictive,945,0,42,0,42,72
23,constrictive,945,1,0,1,27,27
23,constrictive,945,2,35,0,35,98
23,constrictive,945,3,52,0,52,86
23,constrictive,945,4,57,0,57,104
23,constrictive,945,5,0,1,26,26
23,constrictive,945,6,0,1,17,17
23,constrictive,945,7,0,1,49,49
23,constrictive,945,8,46,0,46,56
23,constrictive,945,9,55,0,55,106
23,constrictive,945,10,58,0,58,105
23,constrictive,945,11,0,1,49,49
23,constrictive,945,12,62,0,62,65
23,constrictive,945,13,0,1,39,39
23,constrictive,945,14,64,0,64,66
23,constrictive,945,15,0,1,67,67
23,constrictive,945,16,0,1,59,59
23,constrictive,945,17,0,1,18,18
23,constrictive,945,18,67,0,67,106
23,constrictive,945,19,57,0,57,87
23,constrictive,945,20,67,0,67,107
23,constrictive,945,21,0,1,26,26
23,constrictive,945,22,0,1,55,55
23,constrictive,945,23,0,1,14,14
23,constrictive,945,24,75,0,75,115
23,constrictive,945,25,67,0,67,88
23,constrictive,945,26,0,1,34,34
23,constrictive,945,27,0,1,33,33
23,constrictive,945,28,67,0,67,73
23,constrictive,945,29,74,0,74,86
24,expansive,876,0,3,0,3,72
24,expansive,876,1,8,0,8,27
24,expansive,876,2,20,0,20,98
24,expansive,876,3,0,1,86,86
24,expansive,876,4,68,0,68,104
24,expansive,876,5,0,1,26,26
24,expansive,876,6,0,1,17,17
24,expansive,876,7,27,0,27,49
24,expansive,876,8,0,1,56,56
24,expansive,876,9,50,0,50,106
24,expansive,876,10,63,0,63,105
24,expansive,876,11,0,1,49,49
24,expansive,876,12,60,0,60,65
24,expansive,876,13,0,1,39,39
24,expansive,876,14,58,0,58,66
24,expansive,876,15,64,0,64,67
24,expansive,876,16,0,1,59,59
24,expansive,876,17,0,1,18,18
24,expansive,876,18,55,0,55,106
24,expansive,876,19,65,0,65,87
24,expansive,876,20,64,0,64,107
24,expansive,876,21,0,1,26,26
24,expansive,876,22,0,1,55,55
24,expansive,876,23,0,1,14,14
24,expansive,876,24,69,0,69,115
24,expansive,876,25,63,0,63,88
24,expansive,876,26,0,1,34,34
24,expansive,876,27,0,1,33,33
24,expansive,876,28,57,0,57,73
24,expansive,876,29,82,0,82,86
25,constrictive,953,0,0,1,72,72
25,constrictive,953,1,0,1,27,27
25,constrictive,953,2,46,0,46,98
25,constrictive,953,3,56,0,56,86
25,constrictive,953,4,59,0,59,104
25,constrictive,953,5,0,1,26,26
25,constrictive,953,6,0,1,17,17
25,constrictive,953,7,0,1,49,49
25,constrictive,953,8,52,0,52,56
25,constrictive,953,9,62,0,62,106
25,constrictive,953,10,61,0,61,105
25,constrictive,953,11,0,1,49,49
25,constrictive,953,12,56,0,56,65
25,constrictive,953,13,0,1,39,39
25,constrictive,953,14,55,0,55,66
25,constrictive,953,15,65,0,65,67
25,constrictive,953,16,0,1,59,59
25,constrictive,953,17,0,1,18,18
25,constrictive,953,18,52,0,52,106
25,constrictive,953,19,53,0,53,87
25,constrictive,953,20,70,0,70,107
25,constrictive,953,21,0,1,26,26
25,constrictive,953,22,46,0,46,55
25,constrictive,953,23,0,1,14,14
25,constrictive,953,24,65,0,65,115
25,constrictive,953,25,73,0,73,88
25,constrictive,953,26,0,1,34,34
25,constrictive,953,27,0,1,33,33
25,constrictive,953,28,0,1,73,73
25,constrictive,953,29,82,0,82,86
26,expansive,831,0,60,0,60,72
