stimulus_index,stimulus,input_time_ms,input_index,key_symbol,transcribed_string
0,qslpag,0,0,q,qslpag
0,qslpag,467,1,s,qslpag
0,qslpag,654,2,l,qslpag
0,qslpag,936,3,p,qslpag
0,qslpag,1154,4,a,qslpag
0,qslpag,2339,5,g,qslpag
1,uchedt,0,0,u,uchedt
1,uchedt,311,1,c,uchedt
1,uchedt,467,2,h,uchedt
1,uchedt,654,3,e,uchedt
1,uchedt,810,4,d,uchedt
1,uchedt,1217,5,t,uchedt
2,ohrswt,0,0,o,ohrswt
2,ohrswt,219,1,h,ohrswt
2,ohrswt,531,2,r,ohrswt
2,ohrswt,936,3,s,ohrswt
2,ohrswt,1123,4,w,ohrswt
2,ohrswt,1404,5,t,ohrswt
3,vwmbqq,0,0,v,vwmbqq
3,vwmbqq,342,1,w,vwmbqq
3,vwmbqq,561,2,m,vwmbqq
3,vwmbqq,1996,3,b,vwmbqq
3,vwmbqq,2683,4,q,vwmbqq
3,vwmbqq,2838,5,q,vwmbqq
4,odkfey,0,0,o,odkfey
4,odkfey,406,1,d,odkfey
4,odkfey,624,2,k,odkfey
4,odkfey,874,3,f,odkfey
4,odkfey,1279,4,e,odkfey
4,odkfey,1498,5,y,odkfey
5,blpstd,0,0,b,blpstd
5,blpstd,343,1,l,blpstd
5,blpstd,562,2,p,blpstd
5,blpstd,999,3,s,blpstd
5,blpstd,1311,4,t,blpstd
5,blpstd,1560,5,d,blpstd
6,gvjbhj,0,0,g,gvjbhj
6,gvjbhj,217,1,v,gvjbhj
6,gvjbhj,717,2,j,gvjbhj
6,gvjbhj,2557,3,b,gvjbhj
6,gvjbhj,2807,4,h,gvjbhj
6,gvjbhj,4055,5,j,gvjbhj
7,odcdpu,0,0,o,odcdpu
7,odcdpu,405,1,d,odcdpu
7,odcdpu,1560,2,c,odcdpu
7,odcdpu,3182,3,d,odcdpu
7,odcdpu,5491,4,p,odcdpu
7,odcdpu,5740,5,u,odcdpu
8,lctddy,0,0,l,lctddy
8,lctddy,250,1,c,lctddy
8,lctddy,592,2,t,lctddy
8,lctddy,1529,3,d,lctddy
