stimulus_index,stimulus,input_time_ms,input_index,key_symbol,transcribed_string
0,You have a nice holiday too.,0,0,Shift_L,You have a nice holiday too.
0,You have a nice holiday too.,62,1,Y,You have a nice holiday too.
0,You have a nice holiday too.,281,2,o,You have a nice holiday too.
0,You have a nice holiday too.,468,3,u,You have a nice holiday too.
0,You have a nice holiday too.,531,4,space,You have a nice holiday too.
0,You have a nice holiday too.,654,5,h,You have a nice holiday too.
0,You have a nice holiday too.,749,6,a,You have a nice holiday too.
0,You have a nice holiday too.,1311,7,v,You have a nice holiday too.
0,You have a nice holiday too.,1498,8,e,You have a nice holiday too.
0,You have a nice holiday too.,1529,9,space,You have a nice holiday too.
0,You have a nice holiday too.,1654,10,a,You have a nice holiday too.
0,You have a nice holiday too.,1779,11,space,You have a nice holiday too.
0,You have a nice holiday too.,1871,12,n,You have a nice holiday too.
0,You have a nice holiday too.,2059,13,i,You have a nice holiday too.
0,You have a nice holiday too.,2091,14,c,You have a nice holiday too.
0,You have a nice holiday too.,2246,15,e,You have a nice holiday too.
0,You have a nice holiday too.,2309,16,space,You have a nice holiday too.
0,You have a nice holiday too.,2340,17,h,You have a nice holiday too.
0,You have a nice holiday too.,2559,18,o,You have a nice holiday too.
0,You have a nice holiday too.,2746,19,l,You have a nice holiday too.
0,You have a nice holiday too.,2871,20,i,You have a nice holiday too.
0,You have a nice holiday too.,2963,21,d,You have a nice holiday too.
0,You have a nice holiday too.,3027,22,a,You have a nice holiday too.
0,You have a nice holiday too.,3120,23,y,You have a nice holiday too.
0,You have a nice holiday too.,3213,24,space,You have a nice holiday too.
0,You have a nice holiday too.,3307,25,t,You have a nice holiday too.
0,You have a nice holiday too.,3401,26,o,You have a nice holiday too.
0,You have a nice holiday too.,3526,27,o,You have a nice holiday too.
0,You have a nice holiday too.,3713,28,period,You have a nice holiday too.
1,Thanks for your concern.,0,0,Shift_L,Thanks for your concern.
1,Thanks for your concern.,155,1,T,Thanks for your concern.
1,Thanks for your concern.,280,2,h,Thanks for your concern.
1,Thanks for your concern.,373,3,a,Thanks for your concern.
1,Thanks for your concern.,467,4,n,Thanks for your concern.
1,Thanks for your concern.,654,5,k,Thanks for your concern.
1,Thanks for your concern.,717,6,s,Thanks for your concern.
1,Thanks for your concern.,779,7,space,Thanks for your concern.
1,Thanks for your concern.,873,8,f,Thanks for your concern.
1,Thanks for your concern.,997,9,o,Thanks for your concern.
1,Thanks for your concern.,1060,10,r,Thanks for your concern.
1,Thanks for your concern.,1122,11,space,Thanks for your concern.
1,Thanks for your concern.,1217,12,y,Thanks for your concern.
1,Thanks for your concern.,1403,13,o,Thanks for your concern.
1,Thanks for your concern.,1559,14,u,Thanks for your concern.
1,Thanks for your concern.,1621,15,r,Thanks for your concern.
1,Thanks for your concern.,1684,16,space,Thanks for your concern.
1,Thanks for your concern.,1840,17,c,Thanks for your concern.
1,Thanks for your concern.,1902,18,o,Thanks for your concern.
1,Thanks for your concern.,2059,19,n,Thanks for your concern.
1,Thanks for your concern.,2089,20,c,Thanks for your concern.
1,Thanks for your concern.,2245,21,e,Thanks for your concern.
1,Thanks for your concern.,2370,22,r,Thanks for your concern.
1,Thanks for your concern.,2464,23,n,Thanks for your concern.
1,Thanks for your concern.,2994,24,period,Thanks for your concern.
2,See you soon!,0,0,Shift_L,See you soon!
2,See you soon!,125,1,S,See you soon!
2,See you soon!,342,2,e,See you soon!
2,See you soon!,467,3,e,See you soon!
2,See you soon!,529,4,space,See you soon!
2,See you soon!,624,5,y,See you soon!
2,See you soon!,1123,6,o,See you soon!
2,See you soon!,1123,7,p,See you soon!
2,See you soon!,1373,8,u,See you soon!
2,See you soon!,1653,9,BackSpace,See you soon!
2,See you soon!,1778,10,BackSpace,See you soon!
2,See you soon!,1965,11,u,See you soon!
