stimulus_index,stimulus,input_time_ms,input_index,key_symbol,transcribed_string
0,qjrpgt,0,0,q,qjrpgt
0,qjrpgt,685,1,j,qjrpgt
0,qjrpgt,779,2,r,qjrpgt
0,qjrpgt,1809,3,p,qjrpgt
0,qjrpgt,2121,4,g,qjrpgt
0,qjrpgt,2371,5,t,qjrpgt
1,vwmbqq,0,0,v,vwmbqq
1,vwmbqq,437,1,w,vwmbqq
1,vwmbqq,1217,2,m,vwmbqq
1,vwmbqq,2278,3,b,vwmbqq
1,vwmbqq,3276,4,q,vwmbqq
1,vwmbqq,3432,5,q,vwmbqq
2,prtowz,0,0,p,prtowz
2,prtowz,187,1,r,prtowz
2,prtowz,404,2,t,prtowz
2,prtowz,717,3,o,prtowz
2,prtowz,1061,4,w,prtowz
2,prtowz,1778,5,z,prtowz
3,kmrynj,0,0,k,kmrynj
3,kmrynj,1373,1,m,kmrynj
3,kmrynj,1529,2,r,kmrynj
3,kmrynj,1779,3,y,kmrynj
3,kmrynj,1934,4,n,kmrynj
3,kmrynj,2371,5,j,kmrynj
4,evvphq,0,0,e,evvphq
4,evvphq,779,1,v,evvphq
4,evvphq,967,2,v,evvphq
4,evvphq,1247,3,p,evvphq
4,evvphq,1467,4,h,evvphq
4,evvphq,1779,5,q,evvphq
5,uogkww,0,0,u,uogkww
5,uogkww,62,1,o,uogkww
5,uogkww,1279,2,g,uogkww
5,uogkww,2121,3,k,uogkww
5,uogkww,2246,4,q,uogkww
5,uogkww,2903,5,BackSpace,uogkww
5,uogkww,3276,6,w,uogkww
5,uogkww,3496,7,w,uogkww
6,zjjrwa,0,0,z,zjjrwa
6,zjjrwa,1061,1,j,zjjrwa
6,zjjrwa,1311,2,j,zjjrwa
6,zjjrwa,1591,3,r,zjjrwa
6,zjjrwa,1966,4,q,zjjrwa
6,zjjrwa,2496,5,BackSpace,zjjrwa
6,zjjrwa,2590,6,w,zjjrwa
6,zjjrwa,2808,7,a,zjjrwa
7,zydfzz,0,0,z,zydfzz
7,zydfzz,342,1,y,zydfzz
7,zydfzz,592,2,d,zydfzz
7,zydfzz,904,3,f,zydfzz
7,zydfzz,1684,4,z,zydfzz
7,zydfzz,1871,5,z,zydfzz
8,psdrwk,0,0,p,psdrwk
8,psdrwk,248,1,s,psdrwk
8,psdrwk,342,2,d,psdrwk
8,psdrwk,2089,3,r,psdrwk
8,psdrwk,2432,4,w,psdrwk
8,psdrwk,2682,5,k,psdrwk
9,khpzgp,0,0,k,khpzgp
9,khpzgp,250,1,h,khpzgp
9,khpzgp,437,2,p,khpzgp
9,khpzgp,1559,3,z,khpzgp
9,khpzgp,2746,4,g,khpzgp
9,khpzgp,2963,5,p,khpzgp
10,pshegog,0,0,p,pshegog
10,pshegog,188,1,s,pshegog
10,pshegog,375,2,h,pshegog
10,pshegog,500,3,e,pshegog
10,pshegog,936,4,g,pshegog
10,pshegog,1467,5,o,pshegog
10,pshegog,1654,6,g,pshegog
11,vrutaa,0,0,v,vrutaa
11,vrutaa,250,1,r,vrutaa
11,vrutaa,375,2,u,vrutaa
11,vrutaa,562,3,t,vrutaa
11,vrutaa,655,4,a,vrutaa
11,vrutaa,842,5,a,vrutaa
12,aekbru,0,0,a,aekbru
12,aekbru,217,1,e,aekbru
12,aekbru,437,2,k,aekbru
12,aekbru,1092,3,b,aekbru
12,aekbru,1404,4,r,aekbru
12,aekbru,1498,5,u,aekbru
13,awnjvd,0,0,a,awnjvd
13,awnjvd,94,1,w,awnjvd
13,awnjvd,592,2,n,awnjvd
13,awnjvd,1092,3,j,awnjvd
13,awnjvd,1434,4,c,awnjvd
13,awnjvd,1434,5,v,awnjvd
13,awnjvd,1966,6,BackSpace,awnjvd
13,awnjvd,2153,7,BackSpace,awnjvd
13,awnjvd,2214,8,v,awnjvd
13,awnjvd,2714,9,d,awnjvd
14,dfzoua,0,0,d,dfzoua
14,dfzoua,92,1,f,dfzoua
14,dfzoua,1029,2,z,dfzoua
14,dfzoua,1184,3,o,dfzoua
14,dfzoua,1309,4,u,dfzoua
14,dfzoua,1653,5,a,dfzoua
15,ohrswt,0,0,o,ohrswt
15,ohrswt,125,1,h,ohrswt
15,ohrswt,498,2,r,ohrswt
15,ohrswt,935,3,s,ohrswt
15,ohrswt,1247,4,w,ohrswt
15,ohrswt,1497,5,t,ohrswt
16,uchedt,0,0,u,uchedt
16,uchedt,312,1,c,uchedt
16,uchedt,499,2,h,uchedt
16,uchedt,686,3,e,uchedt
16,uchedt,936,4,d,uchedt
16,uchedt,1154,5,t,uchedt
17,qslpag,0,0,q,qslpag
17,qslpag,374,1,s,qslpag
17,qslpag,1185,2,l,qslpag
17,qslpag,1435,3,p,qslpag
17,qslpag,1621,4,a,qslpag
17,qslpag,1996,5,g,qslpag
18,jvhslp,0,0,j,jvhslp
18,jvhslp,156,1,v,jvhslp
18,jvhslp,468,2,h,jvhslp
18,jvhslp,811,3,s,jvhslp
18,jvhslp,1498,4,l,jvhslp
18,jvhslp,1747,5,p,jvhslp
19,ynuyqx,0,0,y,ynuyqx
19,ynuyqx,499,1,n,ynuyqx
19,ynuyqx,936,2,u,ynuyqx
19,ynuyqx,2059,3,y,ynuyqx
19,ynuyqx,3088,4,q,ynuyqx
19,ynuyqx,3495,5,x,ynuyqx
20,yadgnv,0,0,y,yadgnv
20,yadgnv,125,1,a,yadgnv
20,yadgnv,842,2,d,yadgnv
20,yadgnv,2121,3,f,yadgnv
20,yadgnv,2776,4,BackSpace,yadgnv
20,yadgnv,3244,5,g,yadgnv
20,yadgnv,4118,6,n,yadgnv
20,yadgnv,4398,7,v,yadgnv
21,dawuva,0,0,d,dawuva
21,dawuva,156,1,a,dawuva
21,dawuva,655,2,w,dawuva
21,dawuva,904,3,u,dawuva
21,dawuva,1185,4,v,dawuva
21,dawuva,1279,5,a,dawuva
22,vunbgd,0,0,v,vunbgd
22,vunbgd,311,1,u,vunbgd
22,vunbgd,467,2,n,vunbgd
22,vunbgd,1217,3,b,vunbgd
22,vunbgd,1372,4,g,vunbgd
22,vunbgd,1965,5,d,vunbgd
23,knldkl,0,0,k,knldkl
23,knldkl,92,1,n,knldkl
23,knldkl,312,2,l,knldkl
23,knldkl,1496,3,d,knldkl
23,knldkl,1621,4,k,knldkl
23,knldkl,1715,5,l,knldkl
24,weqppe,0,0,w,weqppe
24,weqppe,92,1,e,weqppe
24,weqppe,748,2,q,weqppe
24,weqppe,1371,3,p,weqppe
24,weqppe,1559,4,p,weqppe
24,weqppe,1684,5,e,weqppe
25,qwcbcr,0,0,q,qwcbcr
25,qwcbcr,623,1,w,qwcbcr
25,qwcbcr,1247,2,c,qwcbcr
25,qwcbcr,2932,3,b,qwcbcr
25,qwcbcr,3151,4,c,qwcbcr
25,qwcbcr,3463,5,r,qwcbcr
26,jdlwbu,0,0,j,jdlwbu
26,jdlwbu,93,1,d,jdlwbu
26,jdlwbu,311,2,l,jdlwbu
26,jdlwbu,779,3,w,jdlwbu
26,jdlwbu,1403,4,v,jdlwbu
26,jdlwbu,1403,5,b,jdlwbu
26,jdlwbu,1902,6,BackSpace,jdlwbu
26,jdlwbu,2059,7,BackSpace,jdlwbu
26,jdlwbu,2185,8,b,jdlwbu
26,jdlwbu,2435,9,u,jdlwbu
27,odkfey,0,0,o,odkfey
27,odkfey,156,1,d,odkfey
27,odkfey,593,2,k,odkfey
27,odkfey,1124,3,f,odkfey
