stimulus_index,stimulus,input_time_ms,input_index,key_symbol,transcribed_string
0,bsrbqj,0,0,b,bsrbqj
0,bsrbqj,499,1,s,bsrbqj
0,bsrbqj,1279,2,r,bsrbqj
0,bsrbqj,2963,3,b,bsrbqj
0,bsrbqj,3618,4,q,bsrbqj
0,bsrbqj,4274,5,j,bsrbqj
1,vwmbqq,0,0,v,vwmbqq
1,vwmbqq,405,1,w,vwmbqq
1,vwmbqq,717,2,m,vwmbqq
1,vwmbqq,1840,3,b,vwmbqq
1,vwmbqq,2464,4,q,vwmbqq
1,vwmbqq,2620,5,q,vwmbqq
2,cxwxyz,0,0,c,cxwxyz
2,cxwxyz,375,1,x,cxwxyz
2,cxwxyz,1748,2,w,cxwxyz
2,cxwxyz,4368,3,x,cxwxyz
2,cxwxyz,5336,4,y,cxwxyz
2,cxwxyz,6053,5,z,cxwxyz
3,vunbgd,0,0,v,vunbgd
3,vunbgd,217,1,u,vunbgd
3,vunbgd,342,2,n,vunbgd
3,vunbgd,685,3,b,vunbgd
3,vunbgd,1184,4,g,vunbgd
3,vunbgd,1902,5,d,vunbgd
4,zfcspx,0,0,z,zfcspx
4,zfcspx,562,1,f,zfcspx
4,zfcspx,2153,2,c,zfcspx
4,zfcspx,2621,3,s,zfcspx
4,zfcspx,3557,4,p,zfcspx
4,zfcspx,4524,5,x,zfcspx
5,jvhslb,0,0,j,jvhslb
5,jvhslb,467,1,v,jvhslb
5,jvhslb,717,2,h,jvhslb
5,jvhslb,1154,3,s,jvhslb
5,jvhslb,1435,4,l,jvhslb
5,jvhslb,3151,5,b,jvhslb
6,gvjbhj,0,0,g,gvjbhj
6,gvjbhj,312,1,v,gvjbhj
6,gvjbhj,779,2,j,gvjbhj
6,gvjbhj,2402,3,b,gvjbhj
6,gvjbhj,3026,4,h,gvjbhj
6,gvjbhj,4368,5,j,gvjbhj
7,uchedt,0,0,u,uchedt
7,uchedt,281,1,c,uchedt
7,uchedt,562,2,h,uchedt
7,uchedt,656,3,e,uchedt
7,uchedt,874,4,d,uchedt
7,uchedt,1155,5,t,uchedt
8,zjjrwa,0,0,z,zjjrwa
8,zjjrwa,404,1,j,zjjrwa
8,zjjrwa,561,2,j,zjjrwa
8,zjjrwa,842,3,r,zjjrwa
8,zjjrwa,1123,4,w,zjjrwa
8,zjjrwa,1248,5,a,zjjrwa
9,qslpag,0,0,q,qslpag
9,qslpag,373,1,s,qslpag
9,qslpag,747,2,l,qslpag
9,qslpag,1029,3,p,qslpag
9,qslpag,1184,4,a,qslpag
9,qslpag,1746,5,g,qslpag
10,vrphmee,0,0,v,vrphmee
10,vrphmee,312,1,r,vrphmee
10,vrphmee,530,2,p,vrphmee
10,vrphmee,936,3,h,vrphmee
10,vrphmee,1154,4,m,vrphmee
10,vrphmee,1311,5,e,vrphmee
10,vrphmee,1467,6,e,vrphmee
11,lctddy,0,0,l,lctddy
11,lctddy,250,1,c,lctddy
11,lctddy,561,2,t,lctddy
11,lctddy,967,3,d,lctddy
11,lctddy,1092,4,d,lctddy
11,lctddy,1247,5,y,lctddy
12,yadgnv,0,0,y,yadgnv
12,yadgnv,342,1,a,yadgnv
12,yadgnv,624,2,d,yadgnv
12,yadgnv,999,3,g,yadgnv
12,yadgnv,1310,4,n,yadgnv
12,yadgnv,1779,5,v,yadgnv
13,khpzgp,0,0,k,khpzgp
13,khpzgp,406,1,h,khpzgp
13,khpzgp,718,2,p,khpzgp
13,khpzgp,2153,3,z,khpzgp
13,khpzgp,3120,4,g,khpzgp
13,khpzgp,3868,5,p,khpzgp
14,kmrynj,0,0,k,kmrynj
14,kmrynj,250,1,m,kmrynj
14,kmrynj,624,2,r,kmrynj
14,kmrynj,780,3,y,kmrynj
14,kmrynj,1779,4,n,kmrynj
14,kmrynj,2371,5,j,kmrynj
15,vtljjo,0,0,v,vtljjo
15,vtljjo,249,1,t,vtljjo
15,vtljjo,467,2,l,vtljjo
15,vtljjo,904,3,j,vtljjo
15,vtljjo,1059,4,j,vtljjo
15,vtljjo,1216,5,o,vtljjo
16,ohrswt,0,0,o,ohrswt
16,ohrswt,499,1,h,ohrswt
16,ohrswt,811,2,r,ohrswt
16,ohrswt,1247,3,s,ohrswt
16,ohrswt,1497,4,w,ohrswt
16,ohrswt,1779,5,t,ohrswt
17,jaolwh,0,0,j,jaolwh
17,jaolwh,92,1,a,jaolwh
17,jaolwh,248,2,o,jaolwh
17,jaolwh,467,3,l,jaolwh
17,jaolwh,872,4,w,jaolwh
17,jaolwh,1215,5,h,jaolwh
18,blpsdt,0,0,b,blpsdt
18,blpsdt,624,1,l,blpsdt
18,blpsdt,811,2,p,blpsdt
18,blpsdt,1279,3,s,blpsdt
18,blpsdt,1529,4,d,blpsdt
18,blpsdt,1809,5,t,blpsdt
19,yrchgp,0,0,y,yrchgp
19,yrchgp,343,1,r,yrchgp
19,yrchgp,779,2,c,yrchgp
19,yrchgp,1123,3,h,yrchgp
19,yrchgp,2620,4,g,yrchgp
19,yrchgp,2901,5,p,yrchgp
20,ophzwt,0,0,o,ophzwt
