stimulus_index,stimulus,input_time_ms,input_index,key_symbol,transcribed_string
0,uogkww,0,0,u,uogkww
0,uogkww,217,1,o,uogkww
0,uogkww,1342,2,g,uogkww
0,uogkww,1591,3,k,uogkww
0,uogkww,2465,4,w,uogkww
0,uogkww,2621,5,w,uogkww
1,evvphq,0,0,e,evvphq
1,evvphq,311,1,v,evvphq
1,evvphq,498,2,v,evvphq
1,evvphq,1247,3,p,evvphq
1,evvphq,1590,4,h,evvphq
1,evvphq,2152,5,q,evvphq
2,jdlwbu,0,0,j,jdlwbu
2,jdlwbu,562,1,d,jdlwbu
2,jdlwbu,779,2,l,jdlwbu
2,jdlwbu,1902,3,w,jdlwbu
2,jdlwbu,2277,4,b,jdlwbu
2,jdlwbu,2526,5,u,jdlwbu
3,oxbcqh,0,0,o,oxbcqh
3,oxbcqh,373,1,x,oxbcqh
3,oxbcqh,1527,2,b,oxbcqh
3,oxbcqh,1808,3,c,oxbcqh
3,oxbcqh,2401,4,q,oxbcqh
3,oxbcqh,2931,5,h,oxbcqh
4,ophxwt,0,0,o,ophxwt
4,ophxwt,219,1,p,ophxwt
4,ophxwt,717,2,h,ophxwt
4,ophxwt,1467,3,x,ophxwt
4,ophxwt,2496,4,w,ophxwt
4,ophxwt,2746,5,t,ophxwt
5,ynuyqx,0,0,y,ynuyqx
5,ynuyqx,342,1,n,ynuyqx
5,ynuyqx,499,2,u,ynuyqx
5,ynuyqx,1621,3,y,ynuyqx
5,ynuyqx,1871,4,u,ynuyqx
5,ynuyqx,2621,5,BackSpace,ynuyqx
5,ynuyqx,3368,6,q,ynuyqx
5,ynuyqx,3774,7,x,ynuyqx
6,nwmxxf,0,0,n,nwmxxf
6,nwmxxf,312,1,w,nwmxxf
6,nwmxxf,1560,2,m,nwmxxf
6,nwmxxf,1935,3,x,nwmxxf
6,nwmxxf,2371,4,x,nwmxxf
6,nwmxxf,3058,5,f,nwmxxf
7,qslpag,0,0,q,qslpag
7,qslpag,404,1,s,qslpag
7,qslpag,1092,2,l,qslpag
7,qslpag,1496,3,p,qslpag
7,qslpag,1653,4,a,qslpag
7,qslpag,1964,5,g,qslpag
8,yadgnv,0,0,y,yadgnv
8,yadgnv,156,1,a,yadgnv
8,yadgnv,1529,2,d,yadgnv
8,yadgnv,1934,3,g,yadgnv
8,yadgnv,2776,4,n,yadgnv
8,yadgnv,3963,5,v,yadgnv
9,aekbru,0,0,a,aekbru
9,aekbru,343,1,e,aekbru
9,aekbru,1685,2,k,aekbru
9,aekbru,2028,3,b,aekbru
9,aekbru,3276,4,r,aekbru
9,aekbru,3557,5,u,aekbru
10,jkgaqe,0,0,j,jkgaqe
10,jkgaqe,249,1,k,jkgaqe
10,jkgaqe,1621,2,g,jkgaqe
10,jkgaqe,1777,3,a,jkgaqe
10,jkgaqe,2496,4,q,jkgaqe
10,jkgaqe,2744,5,e,jkgaqe
11,jaolwh,0,0,j,jaolwh
11,jaolwh,125,1,a,jaolwh
11,jaolwh,312,2,o,jaolwh
11,jaolwh,779,3,l,jaolwh
11,jaolwh,1217,4,w,jaolwh
11,jaolwh,1871,5,h,jaolwh
12,kmrynj,0,0,k,kmrynj
12,kmrynj,342,1,m,kmrynj
12,kmrynj,1122,2,r,kmrynj
