stimulus_index,stimulus,input_time_ms,input_index,key_symbol,transcribed_string
0,Voitko auttaa minua?,0,0,Shift_R,Voitko auttaa minua?
0,Voitko auttaa minua?,217,1,V,Voitko auttaa minua?
0,Voitko auttaa minua?,467,2,o,Voitko auttaa minua?
0,Voitko auttaa minua?,624,3,i,Voitko auttaa minua?
0,Voitko auttaa minua?,748,4,t,Voitko auttaa minua?
0,Voitko auttaa minua?,967,5,k,Voitko auttaa minua?
0,Voitko auttaa minua?,1404,6,space,Voitko auttaa minua?
0,Voitko auttaa minua?,2588,7,BackSpace,Voitko auttaa minua?
0,Voitko auttaa minua?,3306,8,o,Voitko auttaa minua?
0,Voitko auttaa minua?,3555,9,space,Voitko auttaa minua?
0,Voitko auttaa minua?,3805,10,a,Voitko auttaa minua?
0,Voitko auttaa minua?,3900,11,u,Voitko auttaa minua?
0,Voitko auttaa minua?,4055,12,t,Voitko auttaa minua?
0,Voitko auttaa minua?,4180,13,t,Voitko auttaa minua?
0,Voitko auttaa minua?,4398,14,a,Voitko auttaa minua?
0,Voitko auttaa minua?,4492,15,a,Voitko auttaa minua?
0,Voitko auttaa minua?,4617,16,space,Voitko auttaa minua?
0,Voitko auttaa minua?,4804,17,m,Voitko auttaa minua?
0,Voitko auttaa minua?,4992,18,i,Voitko auttaa minua?
0,Voitko auttaa minua?,5210,19,n,Voitko auttaa minua?
0,Voitko auttaa minua?,5397,20,u,Voitko auttaa minua?
0,Voitko auttaa minua?,5490,21,a,Voitko auttaa minua?
0,Voitko auttaa minua?,5834,22,Shift_L,Voitko auttaa minua?
0,Voitko auttaa minua?,5990,23,question,Voitko auttaa minua?
1,Teilen takaisin perjantaina.,0,0,Shift_R,Teilen takaisin perjantaina.
1,Teilen takaisin perjantaina.,249,1,T,Teilen takaisin perjantaina.
1,Teilen takaisin perjantaina.,436,2,e,Teilen takaisin perjantaina.
1,Teilen takaisin perjantaina.,592,3,i,Teilen takaisin perjantaina.
1,Teilen takaisin perjantaina.,779,4,l,Teilen takaisin perjantaina.
1,Teilen takaisin perjantaina.,873,5,e,Teilen takaisin perjantaina.
1,Teilen takaisin perjantaina.,1029,6,n,Teilen takaisin perjantaina.
1,Teilen takaisin perjantaina.,1216,7,space,Teilen takaisin perjantaina.
1,Teilen takaisin perjantaina.,1309,8,t,Teilen takaisin perjantaina.
1,Teilen takaisin perjantaina.,1371,9,a,Teilen takaisin perjantaina.
1,Teilen takaisin perjantaina.,1528,10,k,Teilen takaisin perjantaina.
1,Teilen takaisin perjantaina.,1746,11,a,Teilen takaisin perjantaina.
1,Teilen takaisin perjantaina.,1840,12,i,Teilen takaisin perjantaina.
1,Teilen takaisin perjantaina.,1871,13,s,Teilen takaisin perjantaina.
1,Teilen takaisin perjantaina.,2028,14,i,Teilen takaisin perjantaina.
1,Teilen takaisin perjantaina.,2246,15,n,Teilen takaisin perjantaina.
1,Teilen takaisin perjantaina.,3712,16,space,Teilen takaisin perjantaina.
1,Teilen takaisin perjantaina.,4055,17,p,Teilen takaisin perjantaina.
1,Teilen takaisin perjantaina.,4180,18,e,Teilen takaisin perjantaina.
1,Teilen takaisin perjantaina.,4243,19,r,Teilen takaisin perjantaina.
1,Teilen takaisin perjantaina.,4585,20,j,Teilen takaisin perjantaina.
1,Teilen takaisin perjantaina.,4710,21,a,Teilen takaisin perjantaina.
1,Teilen takaisin perjantaina.,4835,22,n,Teilen takaisin perjantaina.
1,Teilen takaisin perjantaina.,4960,23,t,Teilen takaisin perjantaina.
1,Teilen takaisin perjantaina.,5085,24,a,Teilen takaisin perjantaina.
1,Teilen takaisin perjantaina.,5179,25,i,Teilen takaisin perjantaina.
1,Teilen takaisin perjantaina.,5397,26,n,Teilen takaisin perjantaina.
1,Teilen takaisin perjantaina.,5490,27,a,Teilen takaisin perjantaina.
1,Teilen takaisin perjantaina.,6427,28,period,Teilen takaisin perjantaina.
2,Oletko paikalla tänään?,0,0,Shift_L,Oletko paikalla tänään?
2,Oletko paikalla tänään?,156,1,O,Oletko paikalla tänään?
2,Oletko paikalla tänään?,375,2,l,Oletko paikalla tänään?
2,Oletko paikalla tänään?,468,3,e,Oletko paikalla tänään?
2,Oletko paikalla tänään?,562,4,r,Oletko paikalla tänään?
2,Oletko paikalla tänään?,999,5,BackSpace,Oletko paikalla tänään?
2,Oletko paikalla tänään?,1123,6,t,Oletko paikalla tänään?
2,Oletko paikalla tänään?,1404,7,k,Oletko paikalla tänään?
2,Oletko paikalla tänään?,1560,8,o,Oletko paikalla tänään?
2,Oletko paikalla tänään?,1810,9,space,Oletko paikalla tänään?
2,Oletko paikalla tänään?,1997,10,p,Oletko paikalla tänään?
2,Oletko paikalla tänään?,2122,11,a,Oletko paikalla tänään?
2,Oletko paikalla tänään?,2215,12,i,Oletko paikalla tänään?
2,Oletko paikalla tänään?,2371,13,k,Oletko paikalla tänään?
2,Oletko paikalla tänään?,2496,14,a,Oletko paikalla tänään?
2,Oletko paikalla tänään?,2590,15,l,Oletko paikalla tänään?
2,Oletko paikalla tänään?,2746,16,l,Oletko paikalla tänään?
2,Oletko paikalla tänään?,2839,17,a,Oletko paikalla tänään?
2,Oletko paikalla tänään?,2964,18,space,Oletko paikalla tänään?
2,Oletko paikalla tänään?,3089,19,t,Oletko paikalla tänään?
2,Oletko paikalla tänään?,3214,20,adiaeresis,Oletko paikalla tänään?
2,Oletko paikalla tänään?,3495,21,n,Oletko paikalla tänään?
2,Oletko paikalla tänään?,3682,22,adiaeresis,Oletko paikalla tänään?
2,Oletko paikalla tänään?,3838,23,adiaeresis,Oletko paikalla tänään?
2,Oletko paikalla tänään?,4056,24,n,Oletko paikalla tänään?
2,Oletko paikalla tänään?,4306,25,Shift_L,Oletko paikalla tänään?
2,Oletko paikalla tänään?,4493,26,question,Oletko paikalla tänään?
3,Voimme juoda viiniä ja jakaa kuulumisia.,0,0,Shift_R,Voimme juoda viiniä ja jakaa kuulumisia.
3,Voimme juoda viiniä ja jakaa kuulumisia.,155,1,V,Voimme juoda viiniä ja jakaa kuulumisia.
3,Voimme juoda viiniä ja jakaa kuulumisia.,342,2,o,Voimme juoda viiniä ja jakaa kuulumisia.
3,Voimme juoda viiniä ja jakaa kuulumisia.,499,3,i,Voimme juoda viiniä ja jakaa kuulumisia.
3,Voimme juoda viiniä ja jakaa kuulumisia.,687,4,m,Voimme juoda viiniä ja jakaa kuulumisia.
3,Voimme juoda viiniä ja jakaa kuulumisia.,810,5,m,Voimme juoda viiniä ja jakaa kuulumisia.
3,Voimme juoda viiniä ja jakaa kuulumisia.,967,6,e,Voimme juoda viiniä ja jakaa kuulumisia.
3,Voimme juoda viiniä ja jakaa kuulumisia.,1060,7,space,Voimme juoda viiniä ja jakaa kuulumisia.
3,Voimme juoda viiniä ja jakaa kuulumisia.,1310,8,j,Voimme juoda viiniä ja jakaa kuulumisia.
3,Voimme juoda viiniä ja jakaa kuulumisia.,1497,9,u,Voimme juoda viiniä ja jakaa kuulumisia.
3,Voimme juoda viiniä ja jakaa kuulumisia.,1746,10,o,Voimme juoda viiniä ja jakaa kuulumisia.
3,Voimme juoda viiniä ja jakaa kuulumisia.,1934,11,d,Voimme juoda viiniä ja jakaa kuulumisia.
3,Voimme juoda viiniä ja jakaa kuulumisia.,2277,12,a,Voimme juoda viiniä ja jakaa kuulumisia.
3,Voimme juoda viiniä ja jakaa kuulumisia.,2526,13,space,Voimme juoda viiniä ja jakaa kuulumisia.
3,Voimme juoda viiniä ja jakaa kuulumisia.,2682,14,v,Voimme juoda viiniä ja jakaa kuulumisia.
3,Voimme juoda viiniä ja jakaa kuulumisia.,2807,15,i,Voimme juoda viiniä ja jakaa kuulumisia.
3,Voimme juoda viiniä ja jakaa kuulumisia.,2901,16,i,Voimme juoda viiniä ja jakaa kuulumisia.
3,Voimme juoda viiniä ja jakaa kuulumisia.,3088,17,n,Voimme juoda viiniä ja jakaa kuulumisia.
3,Voimme juoda viiniä ja jakaa kuulumisia.,3306,18,i,Voimme juoda viiniä ja jakaa kuulumisia.
3,Voimme juoda viiniä ja jakaa kuulumisia.,3963,19,adiaeresis,Voimme juoda viiniä ja jakaa kuulumisia.
3,Voimme juoda viiniä ja jakaa kuulumisia.,4180,20,space,Voimme juoda viiniä ja jakaa kuulumisia.
3,Voimme juoda viiniä ja jakaa kuulumisia.,4398,21,j,Voimme juoda viiniä ja jakaa kuulumisia.
3,Voimme juoda viiniä ja jakaa kuulumisia.,4461,22,a,Voimme juoda viiniä ja jakaa kuulumisia.
3,Voimme juoda viiniä ja jakaa kuulumisia.,4586,23,space,Voimme juoda viiniä ja jakaa kuulumisia.
3,Voimme juoda viiniä ja jakaa kuulumisia.,4773,24,j,Voimme juoda viiniä ja jakaa kuulumisia.
3,Voimme juoda viiniä ja jakaa kuulumisia.,4835,25,a,Voimme juoda viiniä ja jakaa kuulumisia.
3,Voimme juoda viiniä ja jakaa kuulumisia.,4991,26,k,Voimme juoda viiniä ja jakaa kuulumisia.
3,Voimme juoda viiniä ja jakaa kuulumisia.,5178,27,a,Voimme juoda viiniä ja jakaa kuulumisia.
3,Voimme juoda viiniä ja jakaa kuulumisia.,5335,28,a,Voimme juoda viiniä ja jakaa kuulumisia.
3,Voimme juoda viiniä ja jakaa kuulumisia.,5398,29,space,Voimme juoda viiniä ja jakaa kuulumisia.
3,Voimme juoda viiniä ja jakaa kuulumisia.,5615,30,k,Voimme juoda viiniä ja jakaa kuulumisia.
3,Voimme juoda viiniä ja jakaa kuulumisia.,5835,31,u,Voimme juoda viiniä ja jakaa kuulumisia.
3,Voimme juoda viiniä ja jakaa kuulumisia.,5927,32,u,Voimme juoda viiniä ja jakaa kuulumisia.
3,Voimme juoda viiniä ja jakaa kuulumisia.,6177,33,l,Voimme juoda viiniä ja jakaa kuulumisia.
