user_id,is_touchtypist
5307,TRUE
68349,FALSE
96115,FALSE
106194,FALSE
120778,FALSE
173269,FALSE
216367,TRUE
221357,TRUE
250694,FALSE
267678,FALSE
270221,FALSE
287951,FALSE
301816,FALSE
364976,FALSE
372392,FALSE
376930,TRUE
379044,TRUE
398591,TRUE
419655,TRUE
431334,TRUE
438454,TRUE
497021,FALSE
535385,TRUE
549687,TRUE
554712,FALSE
760858,TRUE
823773,FALSE
851866,TRUE
915322,TRUE
934313,FALSE
