user_id,typing_style,condition,stimulus_index,wpm
120778,Non-touchtypist,Mix,43,52.64045891682134
120778,Non-touchtypist,Mix,44,56.44599303135889
120778,Non-touchtypist,Mix,45,28.811524609843936
120778,Non-touchtypist,Mix,46,40.22205928563947
120778,Non-touchtypist,Mix,47,61.62564193377014
120778,Non-touchtypist,Mix,48,17.408123791102515
120778,Non-touchtypist,Mix,49,61.1327539706323
120778,Non-touchtypist,Random,0,37.73584905660377
120778,Non-touchtypist,Random,1,41.23711340206185
120778,Non-touchtypist,Random,2,28.708133971291865
120778,Non-touchtypist,Random,3,44.70938897168406
120778,Non-touchtypist,Random,4,60.18054162487463
120778,Non-touchtypist,Random,5,20.68252326783868
120778,Non-touchtypist,Random,6,44.70938897168406
120778,Non-touchtypist,Random,7,36.27569528415961
120778,Non-touchtypist,Random,8,64.171122994652407
120778,Non-touchtypist,Random,9,16.304347826086957
120778,Non-touchtypist,Random,10,30.549898167006113
120778,Non-touchtypist,Random,11,33.16749585406302
120778,Non-touchtypist,Random,12,50.59021922428331
120778,Non-touchtypist,Random,13,15.894039735099339
120778,Non-touchtypist,Random,14,58.25242718446602
120778,Non-touchtypist,Random,15,49.3421052631579
120778,Non-touchtypist,Random,16,33.14917127071823
120778,Non-touchtypist,Random,17,41.811846689895475
120778,Non-touchtypist,Random,18,24.65078060805259
120778,Non-touchtypist,Random,19,74.07407407407406
120778,Non-touchtypist,Random,20,26.350461133069825
120778,Non-touchtypist,Random,21,9.474182851729038
120778,Non-touchtypist,Random,22,20.68252326783868
120778,Non-touchtypist,Random,23,38.48620910840282
120778,Non-touchtypist,Random,24,46.91164972634871
120778,Non-touchtypist,Random,25,16.574585635359114
120778,Non-touchtypist,Random,26,22.62443438914027
120778,Non-touchtypist,Random,27,17.326017903551833
120778,Non-touchtypist,Random,28,43.69992716678806
120778,Non-touchtypist,Random,29,24.97918401332223
120778,Non-touchtypist,Random,30,30.51881993896236
120778,Non-touchtypist,Random,31,18.861993083935868
120778,Non-touchtypist,Random,32,31.02378490175802
120778,Non-touchtypist,Random,33,43.69992716678806
120778,Non-touchtypist,Random,34,26.714158504007123
120778,Non-touchtypist,Random,35,23.4649980445835
120778,Non-touchtypist,Random,36,31.02378490175802
120778,Non-touchtypist,Random,37,42.73504273504274
120778,Non-touchtypist,Random,38,40.955631399317404
120778,Non-touchtypist,Random,39,32.068412613575624
120778,Non-touchtypist,Random,40,22.892025944296073
120778,Non-touchtypist,Random,41,27.47252747252747
120778,Non-touchtypist,Random,42,73.98273736128236
120778,Non-touchtypist,Random,43,17.353579175704986
120778,Non-touchtypist,Random,44,15.286624203821656
120778,Non-touchtypist,Random,45,33.74578177727784
120778,Non-touchtypist,Random,46,53.475935828877
120778,Non-touchtypist,Random,47,20.913210177762288
120778,Non-touchtypist,Random,48,32.068412613575624
120778,Non-touchtypist,Random,49,15.764582238570679
120778,Non-touchtypist,Sentences,0,74.53416149068322
120778,Non-touchtypist,Sentences,1,82.4742268041237
120778,Non-touchtypist,Sentences,2,80.38277511961722
120778,Non-touchtypist,Sentences,3,69.12096168294515
120778,Non-touchtypist,Sentences,4,94.01709401709404
120778,Non-touchtypist,Sentences,5,58.51619644723093
120778,Non-touchtypist,Sentences,6,95.05846850245192
120778,Non-touchtypist,Sentences,7,81.95429472025218
120778,Non-touchtypist,Sentences,8,67.32567459257281
120778,Non-touchtypist,Sentences,9,51.81211566138951
120778,Non-touchtypist,Sentences,10,89.16699256941729
120778,Non-touchtypist,Sentences,11,53.42831700801425
120778,Non-touchtypist,Sentences,12,67.6923076923077
120778,Non-touchtypist,Sentences,13,61.855670103092784
120778,Non-touchtypist,Sentences,14,56.14035087719298
120778,Non-touchtypist,Sentences,15,68.23468596536573
120778,Non-touchtypist,Sentences,16,88.23529411764707
120778,Non-touchtypist,Sentences,17,42.98642533936651
120778,Non-touchtypist,Sentences,18,49.52538175815105
120778,Non-touchtypist,Sentences,19,31.110063634221067
120778,Non-touchtypist,Sentences,20,68.39230586559012
120778,Non-touchtypist,Sentences,21,73.57859531772576
120778,Non-touchtypist,Sentences,22,58.663769690385664
120778,Non-touchtypist,Sentences,23,78.67897037396794
120778,Non-touchtypist,Sentences,24,40.82363473589973
120778,Non-touchtypist,Sentences,25,50.4599211563732
120778,Non-touchtypist,Sentences,26,60.41335453100159
120778,Non-touchtypist,Sentences,27,78.9041095890411
120778,Non-touchtypist,Sentences,28,57.92079207920792
120778,Non-touchtypist,Sentences,29,71.04094721262949
120778,Non-touchtypist,Sentences,30,63.6604774535809
120778,Non-touchtypist,Sentences,31,92.36690186016676
120778,Non-touchtypist,Sentences,32,73.01661596068337
120778,Non-touchtypist,Sentences,33,40.43196544276458
120778,Non-touchtypist,Sentences,34,86.57314629258518
120778,Non-touchtypist,Sentences,35,82.41129339946586
120778,Non-touchtypist,Sentences,36,87.42107819329772
120778,Non-touchtypist,Sentences,37,81.60621761658031
120778,Non-touchtypist,Sentences,38,73.40347443112309
120778,Non-touchtypist,Sentences,39,60.575466935890965
120778,Non-touchtypist,Sentences,40,65.57377049180327
120778,Non-touchtypist,Sentences,41,42.72863568215892
120778,Non-touchtypist,Sentences,42,88.78923766816143
120778,Non-touchtypist,Sentences,43,53.18786225707468
120778,Non-touchtypist,Sentences,44,74.2824985931345
120778,Non-touchtypist,Sentences,45,82.84023668639051
120778,Non-touchtypist,Sentences,46,33.65384615384615
120778,Non-touchtypist,Sentences,47,87.73903262092239
120778,Non-touchtypist,Sentences,48,34.807831762146485
120778,Non-touchtypist,Sentences,49,88.23529411764707
173269,Non-touchtypist,Mix,0,22.948729623895822
173269,Non-touchtypist,Mix,1,26.222078342505668
173269,Non-touchtypist,Mix,2,31.260618416581718
173269,Non-touchtypist,Mix,3,22.824938358576965
173269,Non-touchtypist,Mix,4,25.956149837774067
173269,Non-touchtypist,Mix,5,34.96451251400822
173269,Non-touchtypist,Mix,6,22.5140712945591
173269,Non-touchtypist,Mix,7,43.48230047384558
173269,Non-touchtypist,Mix,8,35.09166572938927
173269,Non-touchtypist,Mix,9,37.307032590051456
173269,Non-touchtypist,Mix,10,25.874742722728616
173269,Non-touchtypist,Mix,11,35.32875368007851
173269,Non-touchtypist,Mix,12,34.74304622065971
173269,Non-touchtypist,Mix,13,25.722159844850466
173269,Non-touchtypist,Mix,14,44.90931772382689
173269,Non-touchtypist,Mix,15,28.60927152317881
173269,Non-touchtypist,Mix,16,23.266423357664234
173269,Non-touchtypist,Mix,17,34.965600971266696
173269,Non-touchtypist,Mix,18,36.00702576112412
173269,Non-touchtypist,Mix,19,28.783253379851722
173269,Non-touchtypist,Mix,20,36.10675039246467
173269,Non-touchtypist,Mix,21,29.211887615376813
173269,Non-touchtypist,Mix,22,23.274806043282975
173269,Non-touchtypist,Mix,23,26.924802871978972
173269,Non-touchtypist,Mix,24,27.994725631402776
173269,Non-touchtypist,Mix,25,31.914893617021274
173269,Non-touchtypist,Mix,26,27.950310559006212
173269,Non-touchtypist,Mix,27,37.0211671951324
173269,Non-touchtypist,Mix,28,33.49875930521092
173269,Non-touchtypist,Mix,29,24.209818426361803
173269,Non-touchtypist,Mix,30,36.467013037937456
173269,Non-touchtypist,Mix,31,34.96503496503497
173269,Non-touchtypist,Mix,32,31.285944329422588
173269,Non-touchtypist,Mix,33,29.374052919920736
173269,Non-touchtypist,Mix,34,30.303030303030305
173269,Non-touchtypist,Mix,35,37.22469237927826
173269,Non-touchtypist,Mix,36,35.835158271949034
173269,Non-touchtypist,Mix,37,30.50939798420049
173269,Non-touchtypist,Mix,38,22.453628376179626
173269,Non-touchtypist,Mix,39,22.62480531191081
173269,Non-touchtypist,Mix,40,33.6572172693579
173269,Non-touchtypist,Mix,41,38.46714264898733
173269,Non-touchtypist,Mix,42,34.03772514536945
173269,Non-touchtypist,Mix,43,42.334442092531
173269,Non-touchtypist,Mix,44,20.031716885068025
173269,Non-touchtypist,Mix,45,30.684931506849313
173269,Non-touchtypist,Mix,46,30.72254883368102
173269,Non-touchtypist,Mix,47,36.310657850498714
173269,Non-touchtypist,Mix,48,34.467120181405896
173269,Non-touchtypist,Mix,49,21.002210759027264
173269,Non-touchtypist,Random,0,42.73504273504274
173269,Non-touchtypist,Random,1,42.73504273504274
173269,Non-touchtypist,Random,2,41.811846689895475
173269,Non-touchtypist,Random,3,62.11180124223603
173269,Non-touchtypist,Random,4,53.475935828877
173269,Non-touchtypist,Random,5,46.91164972634871
173269,Non-touchtypist,Random,6,34.36426116838488
173269,Non-touchtypist,Random,7,12.57071024512885
173269,Non-touchtypist,Random,8,42.73504273504274
173269,Non-touchtypist,Random,9,52.038161318300084
173269,Non-touchtypist,Random,10,29.140359397765902
173269,Non-touchtypist,Random,11,37.712130735386545
173269,Non-touchtypist,Random,12,18.674136321195146
173269,Non-touchtypist,Random,13,66.3716814159292
173269,Non-touchtypist,Random,14,13.265531726730048
173269,Non-touchtypist,Random,15,40.053404539385845
173269,Non-touchtypist,Random,16,7.257332930148171
173269,Non-touchtypist,Random,17,42.73504273504274
173269,Non-touchtypist,Random,18,39.24133420536298
173269,Non-touchtypist,Random,19,18.315018315018317
173269,Non-touchtypist,Random,20,22.900763358778626
173269,Non-touchtypist,Random,21,43.69992716678806
173269,Non-touchtypist,Random,22,29.140359397765902
173269,Non-touchtypist,Random,23,10.683760683760685
173269,Non-touchtypist,Random,24,37.688442211055275
173269,Non-touchtypist,Random,25,23.166023166023166
173269,Non-touchtypist,Random,26,24.97918401332223
173269,Non-touchtypist,Random,27,46.91164972634871
173269,Non-touchtypist,Random,28,28.28854314002829
173269,Non-touchtypist,Random,29,58.30903790087464
173269,Non-touchtypist,Random,30,44.742729306487696
173269,Non-touchtypist,Random,31,33.76477208778841
173269,Non-touchtypist,Random,32,23.446658851113718
173269,Non-touchtypist,Random,33,17.641870038224052
173269,Non-touchtypist,Random,34,20.68252326783868
173269,Non-touchtypist,Random,35,27.47252747252747
173269,Non-touchtypist,Random,36,24.97918401332223
173269,Non-touchtypist,Random,37,30.534351145038165
173269,Non-touchtypist,Random,38,62.39168110918545
173269,Non-touchtypist,Random,39,36.96857670979667
173269,Non-touchtypist,Random,40,19.23076923076923
173269,Non-touchtypist,Random,41,15.63314226159458
173269,Non-touchtypist,Random,42,32.608695652173914
173269,Non-touchtypist,Random,43,48.115477145148354
173269,Non-touchtypist,Random,44,18.49568434032059
173269,Non-touchtypist,Random,45,40.89979550102249
173269,Non-touchtypist,Random,46,20.040080160320638
173269,Non-touchtypist,Random,47,25.305778152678197
173269,Non-touchtypist,Random,48,30.060120240480963
173269,Non-touchtypist,Random,49,27.485112230874947
173269,Non-touchtypist,Sentences,0,66.79462571976967
173269,Non-touchtypist,Sentences,1,32.72727272727273
173269,Non-touchtypist,Sentences,2,66.5083135391924
173269,Non-touchtypist,Sentences,3,43.656207366985
173269,Non-touchtypist,Sentences,4,65.83886803349696
173269,Non-touchtypist,Sentences,5,53.06212690692019
173269,Non-touchtypist,Sentences,6,73.83419689119171
173269,Non-touchtypist,Sentences,7,38.46153846153847
173269,Non-touchtypist,Sentences,8,64.6377592243469
173269,Non-touchtypist,Sentences,9,33.214285714285715
173269,Non-touchtypist,Sentences,10,64.10684474123539
173269,Non-touchtypist,Sentences,11,49.02576995600251
173269,Non-touchtypist,Sentences,12,65.6506447831184
173269,Non-touchtypist,Sentences,13,49.508092668993974
173269,Non-touchtypist,Sentences,14,51.666400892999526
173269,Non-touchtypist,Sentences,15,69.55261727947835
173269,Non-touchtypist,Sentences,16,59.757236227824464
173269,Non-touchtypist,Sentences,17,51.77195685670261
173269,Non-touchtypist,Sentences,18,53.84615384615385
173269,Non-touchtypist,Sentences,19,43.15216274529949
173269,Non-touchtypist,Sentences,20,47.45092501059172
173269,Non-touchtypist,Sentences,21,57.00712589073634
173269,Non-touchtypist,Sentences,22,71.91245440333506
173269,Non-touchtypist,Sentences,23,63.074901445466494
173269,Non-touchtypist,Sentences,24,76.06263982102908
173269,Non-touchtypist,Sentences,25,54.17607223476298
173269,Non-touchtypist,Sentences,26,47.00854700854702
173269,Non-touchtypist,Sentences,27,60.10518407212622
173269,Non-touchtypist,Sentences,28,54.621017217494554
173269,Non-touchtypist,Sentences,29,43.659043659043654
173269,Non-touchtypist,Sentences,30,54.45263754963132
173269,Non-touchtypist,Sentences,31,51.9780537106555
173269,Non-touchtypist,Sentences,32,51.9705500216544
173269,Non-touchtypist,Sentences,33,46.82274247491639
173269,Non-touchtypist,Sentences,34,47.587574355584934
173269,Non-touchtypist,Sentences,35,33.496967946866874
173269,Non-touchtypist,Sentences,36,53.84615384615385
173269,Non-touchtypist,Sentences,37,54.95134516313681
173269,Non-touchtypist,Sentences,38,57.51947273816657
173269,Non-touchtypist,Sentences,39,57.692307692307686
173269,Non-touchtypist,Sentences,40,67.36842105263158
173269,Non-touchtypist,Sentences,41,69.52491309385863
173269,Non-touchtypist,Sentences,42,22.74162981680354
173269,Non-touchtypist,Sentences,43,63.576158940397356
173269,Non-touchtypist,Sentences,44,44.21518054532056
173269,Non-touchtypist,Sentences,45,64.74135195176135
173269,Non-touchtypist,Sentences,46,66.34721710283819
173269,Non-touchtypist,Sentences,47,53.503184713375795
173269,Non-touchtypist,Sentences,48,38.29610101290412
173269,Non-touchtypist,Sentences,49,59.82905982905983
216367,Touchtypist,Mix,0,44.662493655895794
216367,Touchtypist,Mix,1,36.28300745817375
216367,Touchtypist,Mix,2,35.13097072419106
216367,Touchtypist,Mix,3,53.57756153405839
216367,Touchtypist,Mix,4,38.88438838097443
216367,Touchtypist,Mix,5,37.22212648630019
216367,Touchtypist,Mix,6,30.63829787234043
216367,Touchtypist,Mix,7,45.39120047780211
216367,Touchtypist,Mix,8,28.773346794548207
216367,Touchtypist,Mix,9,43.16090130117423
216367,Touchtypist,Mix,10,42.51729374050954
216367,Touchtypist,Mix,11,42.05061648280337
216367,Touchtypist,Mix,12,36.25768857235351
216367,Touchtypist,Mix,13,47.82464297575556
216367,Touchtypist,Mix,14,28.928571428571434
216367,Touchtypist,Mix,15,52.661705781339435
216367,Touchtypist,Mix,16,44.75756319933693
216367,Touchtypist,Mix,17,33.385750574573606
216367,Touchtypist,Mix,18,38.90022811862168
216367,Touchtypist,Mix,19,52.34212023516025
216367,Touchtypist,Mix,20,43.562953780768545
216367,Touchtypist,Mix,21,29.003783102143757
216367,Touchtypist,Mix,22,39.9092970521542
216367,Touchtypist,Mix,23,34.48275862068966
216367,Touchtypist,Mix,24,35.835158271949034
216367,Touchtypist,Mix,25,36.98566805362922
216367,Touchtypist,Mix,26,27.75941837409121
216367,Touchtypist,Mix,27,36.495496549304015
216367,Touchtypist,Mix,28,51.3883133029424
216367,Touchtypist,Mix,29,40.48458825333538
216367,Touchtypist,Mix,30,35.32105091028017
216367,Touchtypist,Mix,31,37.98470060670008
216367,Touchtypist,Mix,32,42.48623131392605
216367,Touchtypist,Mix,33,42.33128834355828
216367,Touchtypist,Mix,34,27.469879518072286
216367,Touchtypist,Mix,35,39.302842437712016
216367,Touchtypist,Mix,36,34.25774877650897
216367,Touchtypist,Mix,37,64.92785793562707
216367,Touchtypist,Mix,38,35.92181722134178
216367,Touchtypist,Mix,39,42.4079941506215
216367,Touchtypist,Mix,40,44.57284358233595
216367,Touchtypist,Mix,41,34.520547945205486
216367,Touchtypist,Mix,42,44.576523031203564
216367,Touchtypist,Mix,43,51.51688609044075
216367,Touchtypist,Mix,44,55.85849182072084
216367,Touchtypist,Mix,45,24.59016393442623
216367,Touchtypist,Mix,46,40.275213962074176
216367,Touchtypist,Mix,47,37.394272147202855
216367,Touchtypist,Mix,48,35.43307086614173
216367,Touchtypist,Mix,49,54.147865324540085
216367,Touchtypist,Random,0,15.143866733972741
216367,Touchtypist,Random,1,17.647058823529413
216367,Touchtypist,Random,2,34.96503496503497
216367,Touchtypist,Random,3,21.14164904862579
216367,Touchtypist,Random,4,24.35064935064935
216367,Touchtypist,Random,5,33.74578177727784
216367,Touchtypist,Random,6,25.9852750108272
216367,Touchtypist,Random,7,43.69992716678806
216367,Touchtypist,Random,8,25.305778152678197
216367,Touchtypist,Random,9,45.83651642475172
216367,Touchtypist,Random,10,11.583011583011583
216367,Touchtypist,Random,11,24.989587671803417
216367,Touchtypist,Random,12,49.30156121610518
216367,Touchtypist,Random,13,20.675396278428668
216367,Touchtypist,Random,14,50.59021922428331
216367,Touchtypist,Random,15,23.4649980445835
216367,Touchtypist,Random,16,48.115477145148354
216367,Touchtypist,Random,17,24.989587671803417
216367,Touchtypist,Random,18,19.828155981493722
216367,Touchtypist,Random,19,24.03846153846154
216367,Touchtypist,Random,20,50.59021922428331
216367,Touchtypist,Random,21,30.534351145038165
216367,Touchtypist,Random,22,27.47252747252747
216367,Touchtypist,Random,23,12.513034410844632
216367,Touchtypist,Random,24,21.14164904862579
216367,Touchtypist,Random,25,14.461315979754158
216367,Touchtypist,Random,26,24.35064935064935
216367,Touchtypist,Random,27,16.87289088863892
216367,Touchtypist,Random,28,32.59098316132537
216367,Touchtypist,Random,29,23.4649980445835
216367,Touchtypist,Random,30,43.53083434099153
216367,Touchtypist,Random,31,22.10759027266028
216367,Touchtypist,Random,32,22.892025944296073
216367,Touchtypist,Random,33,28.69440459110473
216367,Touchtypist,Random,34,34.96503496503497
216367,Touchtypist,Random,35,15.641293013555789
216367,Touchtypist,Random,36,15.768725361366624
216367,Touchtypist,Random,37,22.900763358778626
216367,Touchtypist,Random,38,27.86809103576405
216367,Touchtypist,Random,39,48.115477145148354
216367,Touchtypist,Random,40,22.099447513812155
216367,Touchtypist,Random,41,29.140359397765902
216367,Touchtypist,Random,42,22.892025944296073
216367,Touchtypist,Random,43,14.354066985645932
